File Path,Title,Object Type,Source,Parent ARK,Item ARK
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001r_20-001\GrkNF-MG99_001r_20-001_WCB_PCA_RGB_01.tif,Image of Sinai Greek NF MG 99 1r,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001r_20-001,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002\GrkNF-MG99_001v_20-002_RLE_PCA_98_RGB.tif,Image of Sinai Greek NF MG 99 1v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002\GrkNF-MG99_001v_20-002_RLE_PCA_99_RGB.tif,Image of Sinai Greek NF MG 99 1v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002\GrkNF-MG99_001v_20-002_WCB_PCA_PSU_RGB_01.tif,Image of Sinai Greek NF MG 99 1v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002\GrkNF-MG99_001v_20-002_WCB_PCA_PSU_RGB_02.tif,Image of Sinai Greek NF MG 99 1v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002\GrkNF-MG99_001v_20-002_WCB_PCA_PSU_RGB_03.tif,Image of Sinai Greek NF MG 99 1v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002\GrkNF-MG99_001v_20-002_WCB_PCA_PSU_RGB_04.tif,Image of Sinai Greek NF MG 99 1v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002\GrkNF-MG99_001v_20-002_WCB_PCA_RGB_01.tif,Image of Sinai Greek NF MG 99 1v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002\GrkNF-MG99_001v_20-002_WCB_PCA_RGB_02.tif,Image of Sinai Greek NF MG 99 1v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_001v_20-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_002r_20-003\GrkNF-MG99_002r_20-003_WCB_PCA_RGB_01.tif,Image of Sinai Greek NF MG 99 2r,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_002r_20-003,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_002r_20-003\GrkNF-MG99_002r_20-003_WCB_PCA_RGB_02.tif,Image of Sinai Greek NF MG 99 2r,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_002r_20-003,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_002v_20-004\GrkNF-MG99_002v_20-004_WCB_PCA_RGB_01.tif,Image of Sinai Greek NF MG 99 2v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_002v_20-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_002v_20-004\GrkNF-MG99_002v_20-004_WCB_PCA_RGB_02.tif,Image of Sinai Greek NF MG 99 2v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_002v_20-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_003v-004r_20-005\GrkNF-MG99_003v-004r_20-005_WCB_PCA_RGB_01.tif,"Image of Sinai Greek NF MG 99 3v, 4r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_003v-004r_20-005,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_003r-004v_20-006\GrkNF-MG99_003r-004v_20-006_WCB_PCA_RGB_01.tif,"Image of Sinai Greek NF MG 99 3r, 4v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_003r-004v_20-006,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_005r_20-007\GrkNF-MG99_005r_20-007_WCB_PCA_RGB_01.tif,Image of Sinai Greek NF MG 99 5r,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_005r_20-007,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_005v_20-008\GrkNF-MG99_005v_20-008_WCB_PCA_RGB_01.tif,Image of Sinai Greek NF MG 99 5v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_005v_20-008,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_005v_20-008\GrkNF-MG99_005v_20-008_WCB_PCA_RGB_02.tif,Image of Sinai Greek NF MG 99 5v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_005v_20-008,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_005v_20-008\GrkNF-MG99_005v_20-008_WCB_PCA_RGB_03.tif,Image of Sinai Greek NF MG 99 5v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_005v_20-008,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_006r_20-009\GrkNF-MG99_006r_20-009_WCB_PCA_RGB_01.tif,Image of Sinai Greek NF MG 99 6r,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_006r_20-009,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_006v_20-010\GrkNF-MG99_006v_20-010_WCB_PCA_RGB_01.tif,Image of Sinai Greek NF MG 99 6v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_006v_20-010,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_006v_20-010\GrkNF-MG99_006v_20-010_WCB_PCA_RGB_02.tif,Image of Sinai Greek NF MG 99 6v,page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_006v_20-010,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001r-frg-002r-frg-003r_20-011\GrkNF-MG99_frg-001r-frg-002r-frg-003r_20-011_WCB_PCA_RGB_01.tif,"Image of Sinai Greek NF MG 99 frg-1r, frg-2r, frg-3r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001r-frg-002r-frg-003r_20-011,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001r-frg-002r-frg-003r_20-011\GrkNF-MG99_frg-001r-frg-002r-frg-003r_20-011_WCB_PCA_RGB_02.tif,"Image of Sinai Greek NF MG 99 frg-1r, frg-2r, frg-3r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001r-frg-002r-frg-003r_20-011,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012_RLE_PCA_98_RGB.tif,"Image of Sinai Greek NF MG 99 frg-1v, frg-2v, frg-3v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012_RLE_PCA_99_RGB.tif,"Image of Sinai Greek NF MG 99 frg-1v, frg-2v, frg-3v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012_WCB_PCA_RGB_01.tif,"Image of Sinai Greek NF MG 99 frg-1v, frg-2v, frg-3v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012_WCB_PCA_RGB_02.tif,"Image of Sinai Greek NF MG 99 frg-1v, frg-2v, frg-3v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-001v-frg-002v-frg-003v_20-012,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017_RLE_PCA_92_RGB.tif,"Image of Sinai Greek NF MG 99 frg-4r, frg-5r, frg-6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017_RLE_PCA_93_RGB.tif,"Image of Sinai Greek NF MG 99 frg-4r, frg-5r, frg-6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017_RLE_PCA_94_RGB.tif,"Image of Sinai Greek NF MG 99 frg-4r, frg-5r, frg-6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017_RLE_PCA_95_RGB.tif,"Image of Sinai Greek NF MG 99 frg-4r, frg-5r, frg-6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017_RLE_PCA_96_RGB.tif,"Image of Sinai Greek NF MG 99 frg-4r, frg-5r, frg-6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017_RLE_PCA_97_RGB.tif,"Image of Sinai Greek NF MG 99 frg-4r, frg-5r, frg-6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017_RLE_PCA_98_RGB.tif,"Image of Sinai Greek NF MG 99 frg-4r, frg-5r, frg-6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017_RLE_PCA_99_RGB.tif,"Image of Sinai Greek NF MG 99 frg-4r, frg-5r, frg-6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017_WCB_PCA_RGB_01.tif,"Image of Sinai Greek NF MG 99 frg-4r, frg-5r, frg-6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004r-frg-005r-frg-006r_20-017,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004v-frg-005v-frg-006v_20-018\GrkNF-MG99_frg-004v-frg-005v-frg-006v_20-018_WCB_PCA_RGB_01.tif,"Image of Sinai Greek NF MG 99 frg-4v, frg-5v, frg-6v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG99\GrkNF-MG99_frg-004v-frg-005v-frg-006v_20-018,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001v-002r_21-001\GrkNF-MG14_001v-002r_21-001_RLE_PCA_02_RGB.tif,"Image of Sinai Greek NF MG 14 1v, 2r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001v-002r_21-001,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001v-002r_21-001\GrkNF-MG14_001v-002r_21-001_WCB_PCA2LAB-03-00-00_RGB.tif,"Image of Sinai Greek NF MG 14 1v, 2r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001v-002r_21-001,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001v-002r_21-001\GrkNF-MG14_001v-002r_21-001_WCB_PCALAB-04-00-00_RGB.tif,"Image of Sinai Greek NF MG 14 1v, 2r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001v-002r_21-001,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001v-002r_21-001\GrkNF-MG14_001v-002r_21-001_WCB_PCALABv2-03-00-00_RGB.tif,"Image of Sinai Greek NF MG 14 1v, 2r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001v-002r_21-001,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001v-002r_21-001\GrkNF-MG14_001v-002r_21-001_WCB_PCALABv2-06-00-00_RGB.tif,"Image of Sinai Greek NF MG 14 1v, 2r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001v-002r_21-001,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001r-002v_21-002\GrkNF-MG14_001r-002v_21-002_RLE_PCA_01.tif,"Image of Sinai Greek NF MG 14 1r, 2v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001r-002v_21-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001r-002v_21-002\GrkNF-MG14_001r-002v_21-002_RLE_PCA_02.tif,"Image of Sinai Greek NF MG 14 1r, 2v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001r-002v_21-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001r-002v_21-002\GrkNF-MG14_001r-002v_21-002_RLE_PCA_03.tif,"Image of Sinai Greek NF MG 14 1r, 2v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001r-002v_21-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001r-002v_21-002\GrkNF-MG14_001r-002v_21-002_WCB_PCALAB-07-00-00_RGB.tif,"Image of Sinai Greek NF MG 14 1r, 2v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_001r-002v_21-002,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003v-008r_21-003\GrkNF-MG14_003v-008r_21-003_RLE_PCA_99_RGB.tif,"Image of Sinai Greek NF MG 14 3v, 8r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003v-008r_21-003,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004\GrkNF-MG14_003r-008v_21-004_DJK_ICA_2band_01.tif,"Image of Sinai Greek NF MG 14 3r, 8v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004\GrkNF-MG14_003r-008v_21-004_DJK_ICA_2band_02.tif,"Image of Sinai Greek NF MG 14 3r, 8v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004\GrkNF-MG14_003r-008v_21-004_DJK_ICA_2band_03.tif,"Image of Sinai Greek NF MG 14 3r, 8v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004\GrkNF-MG14_003r-008v_21-004_DJK_ICA_3band_01.tif,"Image of Sinai Greek NF MG 14 3r, 8v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004\GrkNF-MG14_003r-008v_21-004_DJK_ICA_3band_02.tif,"Image of Sinai Greek NF MG 14 3r, 8v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004\GrkNF-MG14_003r-008v_21-004_DJK_ICA_3band_03.tif,"Image of Sinai Greek NF MG 14 3r, 8v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004\GrkNF-MG14_003r-008v_21-004_DJK_ICA_3band_04.tif,"Image of Sinai Greek NF MG 14 3r, 8v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004\GrkNF-MG14_003r-008v_21-004_DJK_ICA_gray_01.tif,"Image of Sinai Greek NF MG 14 3r, 8v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004\GrkNF-MG14_003r-008v_21-004_DJK_ICA_gray_02.tif,"Image of Sinai Greek NF MG 14 3r, 8v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004\GrkNF-MG14_003r-008v_21-004_DJK_ICA_gray_03.tif,"Image of Sinai Greek NF MG 14 3r, 8v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_003r-008v_21-004,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_004v-007r_21-005\GrkNF-MG14_004v-007r_21-005_DJK_ICA_3band_01.tif,"Image of Sinai Greek NF MG 14 4v, 7r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_004v-007r_21-005,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_004v-007r_21-005\GrkNF-MG14_004v-007r_21-005_DJK_ICA_3band_02.tif,"Image of Sinai Greek NF MG 14 4v, 7r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_004v-007r_21-005,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_004v-007r_21-005\GrkNF-MG14_004v-007r_21-005_DJK_ICA_gray_01.tif,"Image of Sinai Greek NF MG 14 4v, 7r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_004v-007r_21-005,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_004v-007r_21-005\GrkNF-MG14_004v-007r_21-005_DJK_ICA_gray_02.tif,"Image of Sinai Greek NF MG 14 4v, 7r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_004v-007r_21-005,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007\GrkNF-MG14_005v-006r_21-007_DJK_ICA_2band_01.tif,"Image of Sinai Greek NF MG 14 5v, 6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007\GrkNF-MG14_005v-006r_21-007_DJK_ICA_3band_01.tif,"Image of Sinai Greek NF MG 14 5v, 6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007\GrkNF-MG14_005v-006r_21-007_DJK_ICA_3band_02.tif,"Image of Sinai Greek NF MG 14 5v, 6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007\GrkNF-MG14_005v-006r_21-007_DJK_ICA_3band_03.tif,"Image of Sinai Greek NF MG 14 5v, 6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007\GrkNF-MG14_005v-006r_21-007_DJK_ICA_gray_01.tif,"Image of Sinai Greek NF MG 14 5v, 6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007\GrkNF-MG14_005v-006r_21-007_DJK_ICA_gray_02.tif,"Image of Sinai Greek NF MG 14 5v, 6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007\GrkNF-MG14_005v-006r_21-007_DJK_ICA_gray_03.tif,"Image of Sinai Greek NF MG 14 5v, 6r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_005v-006r_21-007,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009v-014r_21-009\GrkNF-MG14_009v-014r_21-009_DJK_ICA_3band_01.tif,"Image of Sinai Greek NF MG 14 9v, 14r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009v-014r_21-009,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009v-014r_21-009\GrkNF-MG14_009v-014r_21-009_DJK_ICA_3band_02.tif,"Image of Sinai Greek NF MG 14 9v, 14r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009v-014r_21-009,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009v-014r_21-009\GrkNF-MG14_009v-014r_21-009_DJK_ICA_gray_01.tif,"Image of Sinai Greek NF MG 14 9v, 14r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009v-014r_21-009,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009v-014r_21-009\GrkNF-MG14_009v-014r_21-009_DJK_ICA_gray_02.tif,"Image of Sinai Greek NF MG 14 9v, 14r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009v-014r_21-009,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009v-014r_21-009\GrkNF-MG14_009v-014r_21-009_DJK_ICA_gray_03.tif,"Image of Sinai Greek NF MG 14 9v, 14r",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009v-014r_21-009,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009r-014v_21-010\GrkNF-MG14_009r-014v_21-010_DJK_ICA_2band_01.tif,"Image of Sinai Greek NF MG 14 9r, 14v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009r-014v_21-010,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009r-014v_21-010\GrkNF-MG14_009r-014v_21-010_DJK_ICA_2band_02.tif,"Image of Sinai Greek NF MG 14 9r, 14v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009r-014v_21-010,,
\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009r-014v_21-010\GrkNF-MG14_009r-014v_21-010_DJK_ICA_3band_01.tif,"Image of Sinai Greek NF MG 14 9r, 14v",page,\\dl_deposit\spp_ingest\IngestPackage5\GrkNF-MG14\GrkNF-MG14_009r-014v_21-010,,
