File Path,Title,Object Type,Source,Parent ARK,Item ARK
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_182r_11-001\Grk-962_182r_11-001_RLE_PCA_99_RGB.tif,Image of Sinai Greek 962 182r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_182r_11-001,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003\Grk-962_183r_11-003_DJK_ICA_01_RGB.tif,Image of Sinai Greek 962 183r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003\Grk-962_183r_11-003_DJK_ICA_02_RGB.tif,Image of Sinai Greek 962 183r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003\Grk-962_183r_11-003_WCB_PCA-V1_1-2-3-RGB.tif,Image of Sinai Greek 962 183r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003\Grk-962_183r_11-003_WCB_PCA-V1_1-2-4-RGB.tif,Image of Sinai Greek 962 183r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003\Grk-962_183r_11-003_WCB_PCA-V1_1-3-4-RGB.tif,Image of Sinai Greek 962 183r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003\Grk-962_183r_11-003_WCB_PCA-VSBG_1-2-3-RGB.tif,Image of Sinai Greek 962 183r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003\Grk-962_183r_11-003_WCB_PCA-VSBG_1-2-4-RGB.tif,Image of Sinai Greek 962 183r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003\Grk-962_183r_11-003_WCB_PCA-VSBG_1-3-4-RGB.tif,Image of Sinai Greek 962 183r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183r_11-003,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004\Grk-962_183v_11-004_DJK_ICA_01_RGB.tif,Image of Sinai Greek 962 183v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004\Grk-962_183v_11-004_DJK_ICA_02_RGB.tif,Image of Sinai Greek 962 183v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004\Grk-962_183v_11-004_RLE_PCA_01_RGB.tif,Image of Sinai Greek 962 183v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004\Grk-962_183v_11-004_RLE_PCA_03_RGB.tif,Image of Sinai Greek 962 183v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004\Grk-962_183v_11-004_WCB_REFLU_2-19-21-RGB.tif,Image of Sinai Greek 962 183v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004\Grk-962_183v_11-004_WCB_REFLU_9-19-21-RGB.tif,Image of Sinai Greek 962 183v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_183v_11-004,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009\Grk-962_186r_11-009_DJK_ICA_01_RGB.tif,Image of Sinai Greek 962 186r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009\Grk-962_186r_11-009_DJK_ICA_02_RGB.tif,Image of Sinai Greek 962 186r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009\Grk-962_186r_11-009_RLE_capture_01_RGB.tif,Image of Sinai Greek 962 186r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009\Grk-962_186r_11-009_WCB_PCA-V1_1-2-3-RGB.tif,Image of Sinai Greek 962 186r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009\Grk-962_186r_11-009_WCB_PCA-V1_1-2-4-RGB.tif,Image of Sinai Greek 962 186r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009\Grk-962_186r_11-009_WCB_PCA-V1_1-3-4-RGB.tif,Image of Sinai Greek 962 186r,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186r_11-009,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010\Grk-962_186v_11-010_DJK_ICA_01_RGB.tif,Image of Sinai Greek 962 186v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010\Grk-962_186v_11-010_DJK_ICA_02_RGB.tif,Image of Sinai Greek 962 186v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010\Grk-962_186v_11-010_RLE_PCA_01_RGB.tif,Image of Sinai Greek 962 186v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010\Grk-962_186v_11-010_WCB_FLUOR-V1_18-19-21-RGB.tif,Image of Sinai Greek 962 186v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010\Grk-962_186v_11-010_WCB_FLUOR-VSBG_18-19-21-RGB.tif,Image of Sinai Greek 962 186v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010\Grk-962_186v_11-010_WCB_PCA-V1_1-2-3-RGB.tif,Image of Sinai Greek 962 186v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010\Grk-962_186v_11-010_WCB_PCA-V1_1-2-4-RGB.tif,Image of Sinai Greek 962 186v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010\Grk-962_186v_11-010_WCB_REFLU_2-18-21-RGB.tif,Image of Sinai Greek 962 186v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010\Grk-962_186v_11-010_WCB_REFLU-VSBG_2-18-21-RGB.tif,Image of Sinai Greek 962 186v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_186v_11-010,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012\Grk-962_187v_11-012_DJK_ICA_01_RGB.tif,Image of Sinai Greek 962 187v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012\Grk-962_187v_11-012_DJK_ICA_02_RGB.tif,Image of Sinai Greek 962 187v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012\Grk-962_187v_11-012_RLE_PCA_01_RGB.tif,Image of Sinai Greek 962 187v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012\Grk-962_187v_11-012_RLE_PCA_02_RGB.tif,Image of Sinai Greek 962 187v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012\Grk-962_187v_11-012_RLE_PCA_03_RGB.tif,Image of Sinai Greek 962 187v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012\Grk-962_187v_11-012_WCB_PCA-V1_1-2-5-RGB.tif,Image of Sinai Greek 962 187v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012\Grk-962_187v_11-012_WCB_PCA-VSBG_1-2-5-RGB.tif,Image of Sinai Greek 962 187v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012,,
\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012\Grk-962_187v_11-012_WCB_PCA-VSBG-DSTCOR_1-2-5-RGB.tif,Image of Sinai Greek 962 187v,page,\\dl_deposit\spp_ingest\IngestPackage4\Grk-962\Grk-962_187v_11-012,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123r_13-001\Syr-2A_123r_13-001_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 123r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123r_13-001,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123r_13-001\Syr-2A_123r_13-001_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 123r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123r_13-001,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123r_13-001\Syr-2A_123r_13-001_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 123r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123r_13-001,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123r_13-001\Syr-2A_123r_13-001_KTK_txratio_TX940IR-MB940IR.tif,Image of Sinai Syriac 2A 123r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123r_13-001,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123v_13-002\Syr-2A_123v_13-002_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 123v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123v_13-002,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123v_13-002\Syr-2A_123v_13-002_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 123v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123v_13-002,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123v_13-002\Syr-2A_123v_13-002_KTK_raking_RE870IR-RS870IR.tif,Image of Sinai Syriac 2A 123v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123v_13-002,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123v_13-002\Syr-2A_123v_13-002_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 123v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123v_13-002,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123v_13-002\Syr-2A_123v_13-002_KTK_txratio_TX940IR-MB940IR.tif,Image of Sinai Syriac 2A 123v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_123v_13-002,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124r_13-003\Syr-2A_124r_13-003_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 124r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124r_13-003,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124r_13-003\Syr-2A_124r_13-003_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 124r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124r_13-003,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124r_13-003\Syr-2A_124r_13-003_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 124r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124r_13-003,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124r_13-003\Syr-2A_124r_13-003_KTK_txratio_TX940IR-MB940IR.tif,Image of Sinai Syriac 2A 124r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124r_13-003,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124v_13-004\Syr-2A_124v_13-004_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 124v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124v_13-004,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124v_13-004\Syr-2A_124v_13-004_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 124v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124v_13-004,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124v_13-004\Syr-2A_124v_13-004_KTK_raking_RE870IR-RS870IR.tif,Image of Sinai Syriac 2A 124v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124v_13-004,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124v_13-004\Syr-2A_124v_13-004_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 124v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124v_13-004,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124v_13-004\Syr-2A_124v_13-004_KTK_txratio_TX940IR-MB940IR.tif,Image of Sinai Syriac 2A 124v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_124v_13-004,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125r_13-005\Syr-2A_125r_13-005_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 125r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125r_13-005,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125r_13-005\Syr-2A_125r_13-005_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 125r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125r_13-005,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125r_13-005\Syr-2A_125r_13-005_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 125r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125r_13-005,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125v_13-006\Syr-2A_125v_13-006_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 125v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125v_13-006,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125v_13-006\Syr-2A_125v_13-006_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 125v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125v_13-006,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125v_13-006\Syr-2A_125v_13-006_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 125v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_125v_13-006,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126r_13-007\Syr-2A_126r_13-007_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 126r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126r_13-007,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126r_13-007\Syr-2A_126r_13-007_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 126r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126r_13-007,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126r_13-007\Syr-2A_126r_13-007_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 126r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126r_13-007,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126r_13-007\Syr-2A_126r_13-007_KTK_txratio_TX940IR-MB940IR.tif,Image of Sinai Syriac 2A 126r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126r_13-007,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126v_13-008\Syr-2A_126v_13-008_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 126v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126v_13-008,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126v_13-008\Syr-2A_126v_13-008_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 126v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126v_13-008,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126v_13-008\Syr-2A_126v_13-008_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 126v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126v_13-008,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126v_13-008\Syr-2A_126v_13-008_KTK_txratio_TX940IR-MB940IR.tif,Image of Sinai Syriac 2A 126v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_126v_13-008,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127r_13-009\Syr-2A_127r_13-009_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 127r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127r_13-009,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127r_13-009\Syr-2A_127r_13-009_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 127r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127r_13-009,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127r_13-009\Syr-2A_127r_13-009_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 127r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127r_13-009,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127v_13-010\Syr-2A_127v_13-010_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 127v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127v_13-010,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127v_13-010\Syr-2A_127v_13-010_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 127v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127v_13-010,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127v_13-010\Syr-2A_127v_13-010_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 127v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_127v_13-010,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128r_13-011\Syr-2A_128r_13-011_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 128r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128r_13-011,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128r_13-011\Syr-2A_128r_13-011_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 128r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128r_13-011,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128r_13-011\Syr-2A_128r_13-011_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 128r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128r_13-011,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128v_13-012\Syr-2A_128v_13-012_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 128v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128v_13-012,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128v_13-012\Syr-2A_128v_13-012_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 128v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128v_13-012,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128v_13-012\Syr-2A_128v_13-012_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 128v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128v_13-012,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128v_13-012\Syr-2A_128v_13-012_KTK_txratio_TX940IR-MB940IR.tif,Image of Sinai Syriac 2A 128v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_128v_13-012,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153r_13-013\Syr-2A_153r_13-013_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 153r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153r_13-013,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153r_13-013\Syr-2A_153r_13-013_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 153r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153r_13-013,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153r_13-013\Syr-2A_153r_13-013_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 153r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153r_13-013,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153v_13-014\Syr-2A_153v_13-014_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 153v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153v_13-014,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153v_13-014\Syr-2A_153v_13-014_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 153v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153v_13-014,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153v_13-014\Syr-2A_153v_13-014_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 153v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_153v_13-014,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154r_13-015\Syr-2A_154r_13-015_DJK_ICA_01_RGB.tif,Image of Sinai Syriac 2A 154r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154r_13-015,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154r_13-015\Syr-2A_154r_13-015_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 154r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154r_13-015,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154r_13-015\Syr-2A_154r_13-015_KTK_pseudo_avgUV-VIS.tif,Image of Sinai Syriac 2A 154r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154r_13-015,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154r_13-015\Syr-2A_154r_13-015_KTK_sharpie_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 154r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154r_13-015,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154r_13-015\Syr-2A_154r_13-015_KTK_txratio_TX940IR-MB940IR.tif,Image of Sinai Syriac 2A 154r,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154r_13-015,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154v_13-016\Syr-2A_154v_13-016_DJK_ICA_01_RGB.tif,Image of Sinai Syriac 2A 154v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154v_13-016,,
\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154v_13-016\Syr-2A_154v_13-016_KTK_pseudo_avgUV-MB780IR.tif,Image of Sinai Syriac 2A 154v,page,\\dl_deposit\spp_ingest\IngestPackage1\Syr-2A\Syr-2A_154v_13-016,,
