"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/p024h518","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fp024h518",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/hf71cv3g","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fhf71cv3g",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0003_f_001r.tif","3","discovery","f. 001r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/2v58w474","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2F2v58w474",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0004_f_001v.tif","4","discovery","f. 001v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/xh928b9v","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fxh928b9v",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0005_f_002r.tif","5","discovery","f. 002r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/wt84895n","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fwt84895n",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0006_f_002v.tif","6","discovery","f. 002v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/vx12kn1g","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fvx12kn1g",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0007_f_003r.tif","7","discovery","f. 003r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/mn707s4n","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fmn707s4n",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0008_f_003v.tif","8","discovery","f. 003v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/x057kg78","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fx057kg78",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0009_f_004r.tif","9","discovery","f. 004r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/p734td70","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fp734td70",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0010_f_004v.tif","10","discovery","f. 004v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/zs80948k","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fzs80948k",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0011_f_006r.tif","11","discovery","f. 006r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/df64bn53","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fdf64bn53",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0012_f_006v.tif","12","discovery","f. 006v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/4053kf2s","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2F4053kf2s",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0013_f_007r.tif","13","discovery","f. 007r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/5n245c0n","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2F5n245c0n",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0014_f_007v.tif","14","discovery","f. 007v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/3h571714","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2F3h571714",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0015_f_008r.tif","15","discovery","f. 008r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/1217kw6h","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2F1217kw6h",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0016_f_008v.tif","16","discovery","f. 008v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/z417ng50","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fz417ng50",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0017_f_009r.tif","17","discovery","f. 009r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/qc92r554","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fqc92r554",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0018_f_009v.tif","18","discovery","f. 009v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/0k314z1f","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2F0k314z1f",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0019_f_010r.tif","19","discovery","f. 010r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/4b167893","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2F4b167893",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0020_f_010v.tif","20","discovery","f. 010v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/6w95553c","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2F6w95553c",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0021_f_011r.tif","21","discovery","f. 011r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/5h04fh4x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2F5h04fh4x",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0022_f_011v.tif","22","discovery","f. 011v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/6f04ss09","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2F6f04ss09",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0023_f_012r.tif","23","discovery","f. 012r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/cs47q806","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fcs47q806",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0024_f_012v.tif","24","discovery","f. 012v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/nb05nt4f","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fnb05nt4f",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0025_f_013r.tif","25","discovery","f. 013r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/n9931x0v","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fn9931x0v",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0026_f_013v.tif","26","discovery","f. 013v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/tk869592","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Ftk869592",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0027_f_014r.tif","27","discovery","f. 014r","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/rc15bc0v","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Frc15bc0v",""
"Masters/sinaimasters/ara/arabic_0259/sld_arb0259_0028_f_014v.tif","28","discovery","f. 014v","Text","","ark:/21198/z1t166z0","ark:/21198/z1t166z0/r9989b5t","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t166z0%2Fr9989b5t",""
