"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/sinaimasters/ara/arabic_0628/sld_arb0628_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z1543rwq","ark:/21198/z1543rwq/7c71d544","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2F7c71d544",""
"Masters/sinaimasters/ara/arabic_0628/sld_arb0628_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z1543rwq","ark:/21198/z1543rwq/5m23h29v","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2F5m23h29v",""
"Masters/sinaimasters/ara/arabic_0628/sld_arb0628_0003_f_001r.tif","3","discovery","f. 001r","Text","","ark:/21198/z1543rwq","ark:/21198/z1543rwq/gs65c85f","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2Fgs65c85f",""
"Masters/sinaimasters/ara/arabic_0628/sld_arb0628_0004_f_001v.tif","4","discovery","f. 001v","Text","","ark:/21198/z1543rwq","ark:/21198/z1543rwq/97195d7p","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2F97195d7p",""
"Masters/sinaimasters/ara/arabic_0628/sld_arb0628_0005_f_002r.tif","5","discovery","f. 002r","Text","","ark:/21198/z1543rwq","ark:/21198/z1543rwq/pt67zv9r","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2Fpt67zv9r",""
"Masters/sinaimasters/ara/arabic_0628/sld_arb0628_0006_f_002v.tif","6","discovery","f. 002v","Text","","ark:/21198/z1543rwq","ark:/21198/z1543rwq/4474dn0m","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2F4474dn0m",""
"Masters/sinaimasters/ara/arabic_0628/sld_arb0628_0007_f_003r.tif","7","discovery","f. 003r","Text","","ark:/21198/z1543rwq","ark:/21198/z1543rwq/3v97m44x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2F3v97m44x",""
"Masters/sinaimasters/ara/arabic_0628/sld_arb0628_0008_f_003v.tif","8","discovery","f. 003v","Text","","ark:/21198/z1543rwq","ark:/21198/z1543rwq/jw37h37x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2Fjw37h37x",""
"Masters/sinaimasters/ara/arabic_0628/sld_arb0628_0009_f_004r.tif","9","discovery","f. 004r","Text","","ark:/21198/z1543rwq","ark:/21198/z1543rwq/wt64n34r","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2Fwt64n34r",""
"Masters/sinaimasters/ara/arabic_0628/sld_arb0628_0010_f_004v.tif","10","discovery","f. 004v","Text","","ark:/21198/z1543rwq","ark:/21198/z1543rwq/27033d8x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2F27033d8x",""
