"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/sinaimasters/ara/arabic_0434/sld_arb0434_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z13b73gf","ark:/21198/z13b73gf/mj31s38p","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73gf%2Fmj31s38p",""
"Masters/sinaimasters/ara/arabic_0434/sld_arb0434_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z13b73gf","ark:/21198/z13b73gf/sv43p398","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73gf%2Fsv43p398",""
"Masters/sinaimasters/ara/arabic_0434/sld_arb0434_0003_f_001r.tif","3","discovery","f. 001r","Text","","ark:/21198/z13b73gf","ark:/21198/z13b73gf/16416h6t","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73gf%2F16416h6t",""
"Masters/sinaimasters/ara/arabic_0434/sld_arb0434_0004_f_001v.tif","4","discovery","f. 001v","Text","","ark:/21198/z13b73gf","ark:/21198/z13b73gf/gj840f12","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73gf%2Fgj840f12",""
"Masters/sinaimasters/ara/arabic_0434/sld_arb0434_0005_f_002r.tif","5","discovery","f. 002r","Text","","ark:/21198/z13b73gf","ark:/21198/z13b73gf/zq284386","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73gf%2Fzq284386",""
"Masters/sinaimasters/ara/arabic_0434/sld_arb0434_0006_f_002v.tif","6","discovery","f. 002v","Text","","ark:/21198/z13b73gf","ark:/21198/z13b73gf/gm85gr0z","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73gf%2Fgm85gr0z",""
"Masters/sinaimasters/ara/arabic_0434/sld_arb0434_0007_f_003r.tif","7","discovery","f. 003r","Text","","ark:/21198/z13b73gf","ark:/21198/z13b73gf/b289880d","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73gf%2Fb289880d",""
"Masters/sinaimasters/ara/arabic_0434/sld_arb0434_0008_f_003v.tif","8","discovery","f. 003v","Text","","ark:/21198/z13b73gf","ark:/21198/z13b73gf/fx14734z","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73gf%2Ffx14734z",""
"Masters/sinaimasters/ara/arabic_0434/sld_arb0434_0009_f_004r.tif","9","discovery","f. 004r","Text","","ark:/21198/z13b73gf","ark:/21198/z13b73gf/2v686z9g","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73gf%2F2v686z9g",""
"Masters/sinaimasters/ara/arabic_0434/sld_arb0434_0010_f_004v.tif","10","discovery","f. 004v","Text","","ark:/21198/z13b73gf","ark:/21198/z13b73gf/n552fj7d","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73gf%2Fn552fj7d",""
