"File Name","Item Sequence ","Visibility ","Title ","IIIF Range ","viewingHint","Item ARK","Object Type","Bucketeer State","IIIF Access URL"
"Masters/sinaimasters/util/blank.tif","1","sinai","Missing Image","Text","","ark:/21198/z16m7b0r/x487jt1j","Page","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m7b0r%2Fx487jt1j"
