File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source
Masters/sinaimasters/grk/greeknfmg_0009/sld_grknfmg0009_0001_f_001r.tif,1,,f. 001r,Text,,,,Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek NF MG 9
Masters/sinaimasters/grk/greeknfmg_0009/sld_grknfmg0009_0002_f_001v.tif,2,,f. 001v,Text,,,,Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek NF MG 9
Masters/sinaimasters/grk/greeknfmg_0009/sld_grknfmg0009_0003_f_002r.tif,3,,f. 002r,Text,,,,Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek NF MG 9
Masters/sinaimasters/grk/greeknfmg_0009/sld_grknfmg0009_0004_f_002v.tif,4,,f. 002v,Text,,,,Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek NF MG 9
Masters/sinaimasters/grk/greeknfmg_0009/sld_grknfmg0009_0005_f_003r.tif,5,,f. 003r,Text,,,,Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek NF MG 9
Masters/sinaimasters/grk/greeknfmg_0009/sld_grknfmg0009_0006_f_003v.tif,6,,f. 003v,Text,,,,Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek NF MG 9
Masters/sinaimasters/grk/greeknfmg_0009/sld_grknfmg0009_0007_f_004r.tif,7,,f. 004r,Text,,,,Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek NF MG 9
Masters/sinaimasters/grk/greeknfmg_0009/sld_grknfmg0009_0008_f_004v.tif,8,,f. 004v,Text,,,,Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek NF MG 9
Masters/sinaimasters/grk/greeknfmg_0009/sld_grknfmg0009_0009_f_005r.tif,9,,f. 005r,Text,,,,Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek NF MG 9
Masters/sinaimasters/grk/greeknfmg_0009/sld_grknfmg0009_0010_f_005v.tif,10,,f. 005v,Text,,,,Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek NF MG 9
