334,arabic_0053.csv
102,arabic_0071.csv
456,arabic_0075.csv
396,arabic_0080.csv
398,arabic_0089.csv
1417,arabic_0093.csv
861,arabic_0099.csv
573,arabic_0117.csv
1465,arabic_0121.csv
1477,arabic_0127.csv
1969,arabic_0142.csv
1181,arabic_0162.csv
849,arabic_0170.csv
1185,arabic_0176.csv
257,arabic_0179.csv
849,arabic_0264.csv
945,arabic_0271.csv
2353,arabic_0281.csv
1045,arabic_0283.csv
1285,arabic_0290.csv
1011,arabic_0301.csv
913,arabic_0302.csv
1341,arabic_0303.csv
1299,arabic_0304.csv
967,arabic_0309.csv
205,arabic_0312.csv
977,arabic_0315.csv
1315,arabic_0326.csv
1285,arabic_0331.csv
777,arabic_0334.csv
1387,arabic_0336.csv
905,arabic_0365.csv
1169,arabic_0373.csv
2635,arabic_0387.csv
626,arabic_0391.csv
1303,arabic_0395.csv
426,arabic_0396.csv
1645,arabic_0397.csv
1257,arabic_0398.csv
881,arabic_0400.csv
1109,arabic_0401.csv
525,arabic_0402.csv
1261,arabic_0403.csv
969,arabic_0405.csv
1013,arabic_0406.csv
1033,arabic_0407.csv
813,arabic_0412.csv
1293,arabic_0417.csv
3751,arabic_0423.csv
1072,arabic_0456.csv
813,arabic_0476.csv
1693,arabic_0483.csv
1131,arabic_0492.csv
349,arabic_0503.csv
725,arabic_0506.csv
1521,arabic_0538.csv
825,arabic_0558.csv
2773,arabic_0569.csv
1085,arabic_0570.csv
913,arabic_0594.csv
685,arabic_0596.csv
1423,arabic_0626.csv
1029,arabic_0678.csv
1213,arabic_0683.csv
973,arabic_0685.csv
601,arabic_0686.csv
753,syriac_0002a.csv
859,syriac_0045.csv
209,syriac_0070.csv
2125,syriac_0084.csv
1795,syriac_0086.csv
717,syriac_0087.csv
995,syriac_0088.csv
1291,syriac_0095.csv
1747,syriac_0097.csv
1693,syriac_0182.csv
1177,syriac_0183.csv
949,syriac_0184.csv
1375,syriac_0186.csv
785,syriac_0189.csv
1975,syriac_0195.csv
1261,syriac_0207.csv
921,syriac_0210.csv
365,syriac_0211.csv
569,syriac_0214.csv
621,syriac_0216.csv
789,syriac_0217.csv
1077,syriac_0219.csv
1513,syriac_0220.csv
869,syriac_0232.csv
769,syriac_0234.csv
1301,syriac_0238.csv
100905,total
