334,arabic_0053.csv
102,arabic_0071.csv
456,arabic_0075.csv
396,arabic_0080.csv
398,arabic_0089.csv
473,arabic_0093.csv
431,arabic_0099.csv
287,arabic_0117.csv
733,arabic_0121.csv
493,arabic_0127.csv
657,arabic_0142.csv
591,arabic_0162.csv
425,arabic_0170.csv
593,arabic_0176.csv
257,arabic_0179.csv
425,arabic_0264.csv
473,arabic_0271.csv
785,arabic_0281.csv
523,arabic_0283.csv
429,arabic_0290.csv
506,arabic_0301.csv
457,arabic_0302.csv
671,arabic_0303.csv
650,arabic_0304.csv
484,arabic_0309.csv
103,arabic_0312.csv
489,arabic_0315.csv
439,arabic_0326.csv
429,arabic_0331.csv
389,arabic_0334.csv
463,arabic_0336.csv
453,arabic_0365.csv
585,arabic_0373.csv
879,arabic_0387.csv
626,arabic_0391.csv
435,arabic_0395.csv
426,arabic_0396.csv
549,arabic_0397.csv
629,arabic_0398.csv
441,arabic_0400.csv
555,arabic_0401.csv
263,arabic_0402.csv
631,arabic_0403.csv
485,arabic_0405.csv
507,arabic_0406.csv
517,arabic_0407.csv
407,arabic_0412.csv
647,arabic_0417.csv
1251,arabic_0423.csv
358,arabic_0456.csv
407,arabic_0476.csv
565,arabic_0483.csv
566,arabic_0492.csv
175,arabic_0503.csv
363,arabic_0506.csv
761,arabic_0538.csv
413,arabic_0558.csv
925,arabic_0569.csv
543,arabic_0570.csv
305,arabic_0594.csv
229,arabic_0596.csv
475,arabic_0626.csv
515,arabic_0678.csv
405,arabic_0683.csv
325,arabic_0685.csv
301,arabic_0686.csv
32258,total
