508,arabic_0018.csv
345,arabic_0025.csv
357,arabic_0042.csv
319,arabic_0044.csv
423,arabic_0048.csv
801,arabic_0066.csv
525,arabic_0077.csv
658,arabic_0079.csv
593,arabic_0083.csv
377,arabic_0087.csv
623,arabic_0088.csv
537,arabic_0091.csv
445,arabic_0102.csv
503,arabic_0108.csv
654,arabic_0109.csv
375,arabic_0113.csv
425,arabic_0116.csv
1047,arabic_0132.csv
789,arabic_0137.csv
351,arabic_0139.csv
557,arabic_0172.csv
562,arabic_0173.csv
447,arabic_0178.csv
206,arabic_0231.csv
591,arabic_0293.csv
959,arabic_0294.csv
343,arabic_0333.csv
386,arabic_0354.csv
497,arabic_0359.csv
513,arabic_0360.csv
587,arabic_0368.csv
671,arabic_0380.csv
223,arabic_0383.csv
723,arabic_0422.csv
631,arabic_0443.csv
463,arabic_0446.csv
811,arabic_0455.csv
298,arabic_0457.csv
20123,total
