CSV Source File,File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source,Bucketeer State,IIIF Access URL,IIIF Manifest URL
./sinai_del4-2/syriac_0259.csv,"""Masters/sinaimasters/syr/syriac_0259/lcc_left.tif""",323,sinai,LCC Left, ,non-paged,ark:/21198/z1md0hkf,ark:/21198/z1md0hkf/5h945688,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 259,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0hkf%2F5h945688,
./sinai_del4-2/syriac_0259.csv,"""Masters/sinaimasters/syr/syriac_0259/lcc_right.tif""",324,sinai,LCC_Right, ,non-paged,ark:/21198/z1md0hkf,ark:/21198/z1md0hkf/d348238f,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 259,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0hkf%2Fd348238f,
./sinai_del4-2/syriac_0107.csv,"""Masters/sinaimasters/syr/syriac_0107/lcc_left.tif""",537,sinai,LCC Left, ,non-paged,ark:/21198/z10p2hmt,ark:/21198/z10p2hmt/dn39wv0b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 107,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2hmt%2Fdn39wv0b,
./sinai_del4-2/syriac_0107.csv,"""Masters/sinaimasters/syr/syriac_0107/lcc_right.tif""",538,sinai,LCC_Right, ,non-paged,ark:/21198/z10p2hmt,ark:/21198/z10p2hmt/k5766m4k,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 107,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2hmt%2Fk5766m4k,
./sinai_del4-2/syriac_0106.csv,"""Masters/sinaimasters/syr/syriac_0106/lcc_left.tif""",209,sinai,LCC Left, ,non-paged,ark:/21198/z14f3893,ark:/21198/z14f3893/mv415r8z,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 106,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3893%2Fmv415r8z,
./sinai_del4-2/syriac_0106.csv,"""Masters/sinaimasters/syr/syriac_0106/lcc_right.tif""",210,sinai,LCC_Right, ,non-paged,ark:/21198/z14f3893,ark:/21198/z14f3893/xn541k4w,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 106,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3893%2Fxn541k4w,
./sinai_del4-2/syriac_0266.csv,"""Masters/sinaimasters/syr/syriac_0266/lcc_left.tif""",45,sinai,LCC Left, ,non-paged,ark:/21198/z1gq8gc7,ark:/21198/z1gq8gc7/0w19q65f,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 266,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8gc7%2F0w19q65f,
./sinai_del4-2/syriac_0266.csv,"""Masters/sinaimasters/syr/syriac_0266/lcc_right.tif""",46,sinai,LCC_Right, ,non-paged,ark:/21198/z1gq8gc7,ark:/21198/z1gq8gc7/th11dv0b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 266,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8gc7%2Fth11dv0b,
./sinai_del4-2/arabic_0565.csv,"""Masters/sinaimasters/ara/arabic_0565/lcc_left.tif""",969,sinai,LCC Left, ,non-paged,ark:/21198/z1km0wfz,ark:/21198/z1km0wfz/kg903h79,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 565,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km0wfz%2Fkg903h79,
./sinai_del4-2/arabic_0565.csv,"""Masters/sinaimasters/ara/arabic_0565/lcc_right.tif""",970,sinai,LCC_Right, ,non-paged,ark:/21198/z1km0wfz,ark:/21198/z1km0wfz/h0154486,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 565,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km0wfz%2Fh0154486,
./sinai_del5-1/arabic_0381.csv,"""Masters/sinaimasters/ara/arabic_0381/sld_arb0381_0001_a_1.tif""",1,sinai,LCC,Front matter,,ark:/21198/z1cj9z4m,ark:/21198/z1cj9z4m/w8922g6d,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 381,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cj9z4m%2Fw8922g6d
./sinai_del6-2/arabic_0623.csv,"""Masters/sinaimasters/ara/arabic_0623/lcc_left.tif""",257,sinai,LCC Left, ,non-paged,ark:/21198/z1dv33k7,ark:/21198/z1dv33k7/cv477c27,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 623,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv33k7%2Fcv477c27
./sinai_del6-2/arabic_0623.csv,"""Masters/sinaimasters/ara/arabic_0623/lcc_right.tif""",258,sinai,LCC Right, ,non-paged,ark:/21198/z1dv33k7,ark:/21198/z1dv33k7/1224xk6r,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 623,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv33k7%2F1224xk6r
./sinai_del6-2/syriac_0256.csv,"""Masters/sinaimasters/syr/syriac_0256/lcc_left.tif""",357,sinai,LCC Left, ,non-paged,ark:/21198/z1dn5pt3,ark:/21198/z1dn5pt3/0642489c,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 256,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5pt3%2F0642489c
./sinai_del6-2/syriac_0256.csv,"""Masters/sinaimasters/syr/syriac_0256/lcc_right.tif""",358,sinai,LCC Right, ,non-paged,ark:/21198/z1dn5pt3,ark:/21198/z1dn5pt3/4h79z58p,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 256,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5pt3%2F4h79z58p
./sinai_del6-2/arabic_0192.csv,"""Masters/sinaimasters/ara/arabic_0192/lcc.tif""",266,sinai,LCC, ,non-paged,ark:/21198/z13r2bkx,ark:/21198/z13r2bkx/s287760z,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 192,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2bkx%2Fs287760z
./sinai_del6-2/arabic_0347.csv,"""Masters/sinaimasters/ara/arabic_0347/lcc.tif""",410,sinai,LCC, ,non-paged,ark:/21198/z1gt75xb,ark:/21198/z1gt75xb/0n54qz9v,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 347,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt75xb%2F0n54qz9v
./sinai_del6-2/arabic_0353.csv,"""Masters/sinaimasters/ara/arabic_0353/lcc.tif""",840,sinai,LCC, ,non-paged,ark:/21198/z1c26f6b,ark:/21198/z1c26f6b/r1351395,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 353,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26f6b%2Fr1351395
./sinai_del6-2/syriac_0054.csv,"""Masters/sinaimasters/syr/syriac_0054/lcc.tif""",390,sinai,LCC, ,non-paged,ark:/21198/z18359qf,ark:/21198/z18359qf/hj02sm0c,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 54,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18359qf%2Fhj02sm0c
./sinai_del6-2/arabic_0227.csv,"""Masters/sinaimasters/ara/arabic_0227/lcc.tif""",470,sinai,LCC, ,non-paged,ark:/21198/z12r59fj,ark:/21198/z12r59fj/00964x5r,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 227,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r59fj%2F00964x5r
./sinai_del6-2/arabic_0024.csv,"""Masters/sinaimasters/ara/arabic_0024/lcc.tif""",430,sinai,LCC, ,non-paged,ark:/21198/z1x655nt,ark:/21198/z1x655nt/rd83kz6b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 24,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x655nt%2Frd83kz6b
./sinai_del6-2/arabic_0568.csv,"""Masters/sinaimasters/ara/arabic_0568/lcc_left.tif""",507,sinai,LCC Left, ,non-paged,ark:/21198/z1pc4m53,ark:/21198/z1pc4m53/m052k474,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 568,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4m53%2Fm052k474
./sinai_del6-2/arabic_0568.csv,"""Masters/sinaimasters/ara/arabic_0568/lcc_right.tif""",508,sinai,LCC Right, ,non-paged,ark:/21198/z1pc4m53,ark:/21198/z1pc4m53/bx612c02,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 568,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4m53%2Fbx612c02
./sinai_del6-2/arabic_0226.csv,"""Masters/sinaimasters/ara/arabic_0226/lcc_left.tif""",489,sinai,LCC Left, ,non-paged,ark:/21198/z16h624t,ark:/21198/z16h624t/xz48mm6g,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 226,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h624t%2Fxz48mm6g
./sinai_del6-2/arabic_0226.csv,"""Masters/sinaimasters/ara/arabic_0226/lcc_right.tif""",490,sinai,LCC Right, ,non-paged,ark:/21198/z16h624t,ark:/21198/z16h624t/n0932x0n,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 226,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h624t%2Fn0932x0n
./sinai_del6-2/arabic_0554.csv,"""Masters/sinaimasters/ara/arabic_0554/lcc.tif""",638,sinai,LCC, ,non-paged,ark:/21198/z1xs7d4m,ark:/21198/z1xs7d4m/ww508c6n,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 554,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7d4m%2Fww508c6n
./sinai_del6-2/syriac_0041.csv,"""Masters/sinaimasters/syr/syriac_0041/lcc.tif""",100,sinai,LCC, ,non-paged,ark:/21198/z1cv62dd,ark:/21198/z1cv62dd/6r146q7m,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 41,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv62dd%2F6r146q7m
./sinai_del6-2/arabic_0191.csv,"""Masters/sinaimasters/ara/arabic_0191/lcc.tif""",284,sinai,LCC, ,non-paged,ark:/21198/z17d4cxc,ark:/21198/z17d4cxc/zs54rt3m,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 191,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4cxc%2Fzs54rt3m
./sinai_del6-2/arabic_0344.csv,"""Masters/sinaimasters/ara/arabic_0344/lcc.tif""",442,sinai,LCC, ,non-paged,ark:/21198/z1mk7xks,ark:/21198/z1mk7xks/7692bj31,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 344,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk7xks%2F7692bj31
./sinai_del6-2/arabic_0556.csv,"""Masters/sinaimasters/ara/arabic_0556/lcc.tif""",378,sinai,LCC, ,non-paged,ark:/21198/z1t45bth,ark:/21198/z1t45bth/vc00vv64,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 556,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45bth%2Fvc00vv64
./sinai_del6-2/arabic_0033.csv,"""Masters/sinaimasters/ara/arabic_0033/lcc.tif""",312,sinai,LCC, ,non-paged,ark:/21198/z1sf4dzj,ark:/21198/z1sf4dzj/bj103w7z,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 33,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4dzj%2Fbj103w7z
./sinai_del6-2/syriac_0254.csv,"""Masters/sinaimasters/syr/syriac_0254/lcc.tif""",122,sinai,LCC, ,non-paged,ark:/21198/z1jd6fhc,ark:/21198/z1jd6fhc/bj17nf70,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 254,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6fhc%2Fbj17nf70
./sinai_del6-2/arabic_0147.csv,"""Masters/sinaimasters/ara/arabic_0147/lcc.tif""",560,sinai,LCC, ,non-paged,ark:/21198/z1rf7cr8,ark:/21198/z1rf7cr8/c210cm1j,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 147,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7cr8%2Fc210cm1j
./sinai_del6-2/arabic_0341.csv,"""Masters/sinaimasters/ara/arabic_0341/lcc_left.tif""",577,sinai,LCC Left, ,non-paged,ark:/21198/z1w10qm2,ark:/21198/z1w10qm2/9107w37b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 341,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10qm2%2F9107w37b
./sinai_del6-2/arabic_0341.csv,"""Masters/sinaimasters/ara/arabic_0341/lcc_right.tif""",578,sinai,LCC Right, ,non-paged,ark:/21198/z1w10qm2,ark:/21198/z1w10qm2/mm88r45j,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 341,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10qm2%2Fmm88r45j
./sinai_del6-2/arabic_0234.csv,"""Masters/sinaimasters/ara/arabic_0234/lcc_left.tif""",157,sinai,LCC Left, ,non-paged,ark:/21198/z1z04svt,ark:/21198/z1z04svt/2b78xv66,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 234,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z04svt%2F2b78xv66
./sinai_del6-2/arabic_0234.csv,"""Masters/sinaimasters/ara/arabic_0234/lcc_right.tif""",158,sinai,LCC Right, ,non-paged,ark:/21198/z1z04svt,ark:/21198/z1z04svt/jt57g712,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 234,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z04svt%2Fjt57g712
./sinai_del6-2/arabic_0208.csv,"""Masters/sinaimasters/ara/arabic_0208/lcc.tif""",670,sinai,LCC, ,non-paged,ark:/21198/z1v7139q,ark:/21198/z1v7139q/tr932k45,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 208,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v7139q%2Ftr932k45
./sinai_del6-2/arabic_0181.csv,"""Masters/sinaimasters/ara/arabic_0181/lcc.tif""",296,sinai,LCC, ,non-paged,ark:/21198/z1c554jr,ark:/21198/z1c554jr/5190n76b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 181,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c554jr%2F5190n76b
./sinai_del6-2/syriac_0245.csv,"""Masters/sinaimasters/syr/syriac_0245/lcc_left.tif""",397,sinai,LCC Left, ,non-paged,ark:/21198/z1sx7xwt,ark:/21198/z1sx7xwt/4x40540h,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 245,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx7xwt%2F4x40540h
./sinai_del6-2/syriac_0245.csv,"""Masters/sinaimasters/syr/syriac_0245/lcc_right.tif""",398,sinai,LCC Right, ,non-paged,ark:/21198/z1sx7xwt,ark:/21198/z1sx7xwt/j608mh0n,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 245,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx7xwt%2Fj608mh0n
./sinai_del6-2/arabic_0342.csv,"""Masters/sinaimasters/ara/arabic_0342/lcc_left.tif""",303,sinai,LCC Left, ,non-paged,ark:/21198/z1r8000g,ark:/21198/z1r8000g/mv042z4p,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 342,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r8000g%2Fmv042z4p
./sinai_del6-2/arabic_0342.csv,"""Masters/sinaimasters/ara/arabic_0342/lcc_right.tif""",304,sinai,LCC Right, ,non-paged,ark:/21198/z1r8000g,ark:/21198/z1r8000g/fn03pm54,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 342,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r8000g%2Ffn03pm54
./sinai_del6-2/arabic_0236.csv,"""Masters/sinaimasters/ara/arabic_0236/lcc_left.tif""",449,sinai,LCC Left, ,non-paged,ark:/21198/z1t7423f,ark:/21198/z1t7423f/4f14j74c,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 236,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t7423f%2F4f14j74c
./sinai_del6-2/arabic_0236.csv,"""Masters/sinaimasters/ara/arabic_0236/lcc_right.tif""",450,sinai,LCC Right, ,non-paged,ark:/21198/z1t7423f,ark:/21198/z1t7423f/7m824j7w,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 236,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t7423f%2F7m824j7w
./sinai_del6-2/arabic_0223.csv,"""Masters/sinaimasters/ara/arabic_0223/lcc_left.tif""",290,sinai,LCC Left, ,non-paged,ark:/21198/z1b583hq,ark:/21198/z1b583hq/5n96200b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 223,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b583hq%2F5n96200b
./sinai_del6-2/arabic_0223.csv,"""Masters/sinaimasters/ara/arabic_0223/lcc_right.tif""",291,sinai,LCC Right, ,non-paged,ark:/21198/z1b583hq,ark:/21198/z1b583hq/v8319w1t,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 223,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b583hq%2Fv8319w1t
./sinai_del6-2/syriac_0023.csv,"""Masters/sinaimasters/syr/syriac_0023/lcc.tif""",248,sinai,LCC, ,non-paged,ark:/21198/z1ww92dj,ark:/21198/z1ww92dj/pn55v946,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 23,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww92dj%2Fpn55v946
./sinai_del6-2/arabic_0052.csv,"""Masters/sinaimasters/ara/arabic_0052/lcc_left.tif""",495,sinai,LCC Left, ,non-paged,ark:/21198/z1hx2xb8,ark:/21198/z1hx2xb8/5b59hh5w,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 52,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx2xb8%2F5b59hh5w
./sinai_del6-2/arabic_0052.csv,"""Masters/sinaimasters/ara/arabic_0052/lcc_right.tif""",496,sinai,LCC Right, ,non-paged,ark:/21198/z1hx2xb8,ark:/21198/z1hx2xb8/hn13t435,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 52,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx2xb8%2Fhn13t435
./sinai_del6-2/arabic_0046.csv,"""Masters/sinaimasters/ara/arabic_0046/lcc.tif""",444,sinai,LCC, ,non-paged,ark:/21198/z1np3p4w,ark:/21198/z1np3p4w/4196037b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 46,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np3p4w%2F4196037b
