CSV Source File,File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source,Bucketeer State,IIIF Access URL,IIIF Manifest URL
./sinai_del4-2/arabic_0676.csv,"""Masters/sinaimasters/ara/arabic_0676/lcc_right.tif""",272,sinai,LCC_Right, ,non-paged,ark:/21198/z12n6kvk,ark:/21198/z12n6kvk/sf320k8m,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 676,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6kvk%2Fsf320k8m,
./sinai_del4-2/arabic_0474.csv,"""Masters/sinaimasters/ara/arabic_0474/lcc_left.tif""",669,sinai,LCC Left, ,non-paged,ark:/21198/z14j1zq1,ark:/21198/z14j1zq1/t114d902,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 474,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j1zq1%2Ft114d902,
./sinai_del4-2/arabic_0474.csv,"""Masters/sinaimasters/ara/arabic_0474/lcc_right.tif""",670,sinai,LCC_Right, ,non-paged,ark:/21198/z14j1zq1,ark:/21198/z14j1zq1/j085sd7t,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 474,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j1zq1%2Fj085sd7t,
./sinai_del4-2/arabic_0460.csv,"""Masters/sinaimasters/ara/arabic_0460/lcc_left.tif""",215,sinai,LCC Left,,non-paged,ark:/21198/z1892qhn,ark:/21198/z1892qhn/v348806j,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 460,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1892qhn%2Fv348806j,
./sinai_del4-2/arabic_0460.csv,"""Masters/sinaimasters/ara/arabic_0460/lcc_right.tif""",216,sinai,LCC_Right,,non-paged,ark:/21198/z1892qhn,ark:/21198/z1892qhn/rc161006,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 460,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1892qhn%2Frc161006,
./sinai_del4-2/greek_0035.csv,"""Masters/sinaimasters/grk/greek_0035/lcc_left.tif""",427,sinai,LCC Left, ,non-paged,ark:/21198/z1jm3v84,ark:/21198/z1jm3v84/fv93vx21,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek 35,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm3v84%2Ffv93vx21,
./sinai_del4-2/greek_0035.csv,"""Masters/sinaimasters/grk/greek_0035/lcc_right.tif""",428,sinai,LCC_Right, ,non-paged,ark:/21198/z1jm3v84,ark:/21198/z1jm3v84/r289xr9j,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Greek 35,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm3v84%2Fr289xr9j,
./sinai_del4-2/arabic_0702.csv,"""Masters/sinaimasters/ara/arabic_0702/lcc_left.tif""",469,sinai,LCC Left, ,non-paged,ark:/21198/z1pc4m19,ark:/21198/z1pc4m19/c767r00s,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 702,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4m19%2Fc767r00s,
./sinai_del4-2/arabic_0702.csv,"""Masters/sinaimasters/ara/arabic_0702/lcc_right.tif""",470,sinai,LCC_Right, ,non-paged,ark:/21198/z1pc4m19,ark:/21198/z1pc4m19/cz320p5h,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 702,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4m19%2Fcz320p5h,
./sinai_del4-2/arabic_0529.csv,"""Masters/sinaimasters/ara/arabic_0529/lcc_left.tif""",665,sinai,LCC Left, ,non-paged,ark:/21198/z1795p7g,ark:/21198/z1795p7g/j274px8t,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 529,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795p7g%2Fj274px8t,
./sinai_del4-2/arabic_0529.csv,"""Masters/sinaimasters/ara/arabic_0529/lcc_right.tif""",666,sinai,LCC_Right, ,non-paged,ark:/21198/z1795p7g,ark:/21198/z1795p7g/8c291r86,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 529,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795p7g%2F8c291r86,
./sinai_del4-2/syriac_0014.csv,"""Masters/sinaimasters/syr/syriac_0014/lcc_left.tif""",380,sinai,LCC Left, ,non-paged,ark:/21198/z11n9jq6,ark:/21198/z11n9jq6/82088k04,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 14,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9jq6%2F82088k04,
./sinai_del4-2/syriac_0014.csv,"""Masters/sinaimasters/syr/syriac_0014/lcc_right.tif""",381,sinai,LCC_Right, ,non-paged,ark:/21198/z11n9jq6,ark:/21198/z11n9jq6/mk10g680,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 14,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9jq6%2Fmk10g680,
./sinai_del4-2/arabic_0475.csv,"""Masters/sinaimasters/ara/arabic_0475/lcc_left.tif""",554,sinai,LCC Left, ,non-paged,ark:/21198/z10s1703,ark:/21198/z10s1703/18024b04,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 475,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1703%2F18024b04,
./sinai_del4-2/arabic_0475.csv,"""Masters/sinaimasters/ara/arabic_0475/lcc_right.tif""",555,sinai,LCC_Right, ,non-paged,ark:/21198/z10s1703,ark:/21198/z10s1703/51034v9z,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 475,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1703%2F51034v9z,
./sinai_del4-2/syriac_0013.csv,"""Masters/sinaimasters/syr/syriac_0013/lcc_left.tif""",485,sinai,LCC Left, ,non-paged,ark:/21198/z15f09d1,ark:/21198/z15f09d1/nk738c55,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 13,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f09d1%2Fnk738c55,
./sinai_del4-2/syriac_0013.csv,"""Masters/sinaimasters/syr/syriac_0013/lcc_right.tif""",486,sinai,LCC_Right, ,non-paged,ark:/21198/z15f09d1,ark:/21198/z15f09d1/z362869c,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 13,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f09d1%2Fz362869c,
./sinai_del4-2/arabic_0507.csv,"""Masters/sinaimasters/ara/arabic_0507/lcc_left.tif""",355,sinai,LCC Left, ,non-paged,ark:/21198/z1mk7xgf,ark:/21198/z1mk7xgf/hh16730w,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 507,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk7xgf%2Fhh16730w,
./sinai_del4-2/arabic_0507.csv,"""Masters/sinaimasters/ara/arabic_0507/lcc_right.tif""",356,sinai,LCC_Right, ,non-paged,ark:/21198/z1mk7xgf,ark:/21198/z1mk7xgf/6n74mn2f,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 507,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk7xgf%2F6n74mn2f,
./sinai_del4-2/arabic_0560.csv,"""Masters/sinaimasters/ara/arabic_0560/lcc_left.tif""",539,sinai,LCC Left, ,non-paged,ark:/21198/z1qc1n3s,ark:/21198/z1qc1n3s/c168mk5p,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 560,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1n3s%2Fc168mk5p,
./sinai_del4-2/arabic_0560.csv,"""Masters/sinaimasters/ara/arabic_0560/lcc_right.tif""",540,sinai,LCC_Right, ,non-paged,ark:/21198/z1qc1n3s,ark:/21198/z1qc1n3s/wd156d27,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 560,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1n3s%2Fwd156d27,
./sinai_del4-2/syriac_0076.csv,"""Masters/sinaimasters/syr/syriac_0076/lcc_left.tif""",461,sinai,LCC Left, ,non-paged,ark:/21198/z1nc7jtm,ark:/21198/z1nc7jtm/g574175d,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 76,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7jtm%2Fg574175d,
./sinai_del4-2/syriac_0076.csv,"""Masters/sinaimasters/syr/syriac_0076/lcc_right.tif""",462,sinai,LCC_Right, ,non-paged,ark:/21198/z1nc7jtm,ark:/21198/z1nc7jtm/7589t901,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 76,succeeded,https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7jtm%2F7589t901,
