213 arabic_0460.csv
667 arabic_0474.csv
552 arabic_0475.csv
365 arabic_0477.csv
163 arabic_0489.csv
353 arabic_0507.csv
581 arabic_0509.csv
565 arabic_0520.csv
663 arabic_0529.csv
716 arabic_0535.csv
817 arabic_0536.csv
221 arabic_0541.csv
537 arabic_0560.csv
967 arabic_0565.csv
127 arabic_0578.csv
56 arabic_0587.csv
229 arabic_0625.csv
269 arabic_0676.csv
33 arabic_0696.csv
315 arabic_0699.csv
467 arabic_0702.csv
267 arabicnfm_0007.csv
425 greek_0035.csv
405 greek_0036.csv
246 greeknfmg_0009.csv
311 syriac_0008.csv
483 syriac_0013.csv
378 syriac_0014.csv
227 syriac_0035.csv
207 syriac_0050.csv
459 syriac_0076.csv
150 syriac_0093.csv
320 syriac_0094.csv
171 syriac_0096.csv
207 syriac_0106.csv
535 syriac_0107.csv
509 syriac_0227.csv
527 syriac_0229.csv
321 syriac_0259.csv
43 syriac_0266.csv
15067 total
