File name cleanup,File name cleanup,ingest package,coll id,Ms folio folder,File,Source,File Path
1r-2v KTK pseudo MB365UV-MB780IR,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_MB365UV-MB780IR.tif
1r-2v KTK pseudo MB365UV-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_MB365UV-VIS.tif
1r-2v KTK pseudo WBUVO22-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_WBUVO22-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_WBUVO22-VIS.tif
1r-2v KTK pseudo WBUVUVb-MB780IR,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_WBUVUVb-MB780IR.tif
1r-2v KTK pseudo WBUVUVb-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_WBUVUVb-VIS.tif
1r-2v KTK pseudo WBUVUVP-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_WBUVUVP-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_pseudo_WBUVUVP-VIS.tif
1r-2v KTK sharpie avgUV-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_avgUV-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_avgUV-VIS.tif
1r-2v KTK sharpie MB365UV-MB780IR,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_MB365UV-MB780IR.tif
1r-2v KTK sharpie MB365UV-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_MB365UV-VIS.tif
1r-2v KTK sharpie WBUVB47-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVB47-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVB47-VIS.tif
1r-2v KTK sharpie WBUVG58-MB780IR,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVG58-MB780IR.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVG58-MB780IR.tif
1r-2v KTK sharpie WBUVG58-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVG58-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVG58-VIS.tif
1r-2v KTK sharpie WBUVO22-MB780IR,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVO22-MB780IR.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVO22-MB780IR.tif
1r-2v KTK sharpie WBUVUVb-MB780IR,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVUVb-MB780IR.tif
1r-2v KTK sharpie WBUVUVb-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVUVb-VIS.tif
1r-2v KTK sharpie WBUVUVP-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1r, 2v",GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVUVP-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001r-002v_K-65-001/GeoNF-frg72a_001r-002v_K-65-001_KTK_sharpie_WBUVUVP-VIS.tif
1v-2r KTK pseudo MB365UV-MB780IR,3,GeoNF_frg72a,"Georgian NF frg 72a 1v, 2r",GeoNF-frg72a_001v-002r_K-65-002_KTK_pseudo_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001v-002r_K-65-002,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001v-002r_K-65-002/GeoNF-frg72a_001v-002r_K-65-002_KTK_pseudo_MB365UV-MB780IR.tif
1v-2r KTK pseudo MB365UV-VIS,3,GeoNF_frg72a,"Georgian NF frg 72a 1v, 2r",GeoNF-frg72a_001v-002r_K-65-002_KTK_pseudo_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001v-002r_K-65-002,/Volumes/spp_ingest/IngestPackage3/GeoNF_frg72a/GeoNF-frg72a_001v-002r_K-65-002/GeoNF-frg72a_001v-002r_K-65-002_KTK_pseudo_MB365UV-VIS.tif
