File name cleanup,File name cleanup,ingest package,coll id,Ms folio folder,File,Source,File Path
11r-12v KTK pseudo MB365UV-MB780IR,1,GeoNF-59,"Georgian NF 59 11r, 12v",GeoNF-59_011r-012v_K-23-011_KTK_pseudo_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011/GeoNF-59_011r-012v_K-23-011_KTK_pseudo_MB365UV-MB780IR.tif
11r-12v KTK pseudo MB365UV-VIS,1,GeoNF-59,"Georgian NF 59 11r, 12v",GeoNF-59_011r-012v_K-23-011_KTK_pseudo_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011/GeoNF-59_011r-012v_K-23-011_KTK_pseudo_MB365UV-VIS.tif
11r-12v KTK pseudo WBUVO22-VIS,1,GeoNF-59,"Georgian NF 59 11r, 12v",GeoNF-59_011r-012v_K-23-011_KTK_pseudo_WBUVO22-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011/GeoNF-59_011r-012v_K-23-011_KTK_pseudo_WBUVO22-VIS.tif
11r-12v KTK pseudo WBUVUVb-MB780IR,1,GeoNF-59,"Georgian NF 59 11r, 12v",GeoNF-59_011r-012v_K-23-011_KTK_pseudo_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011/GeoNF-59_011r-012v_K-23-011_KTK_pseudo_WBUVUVb-MB780IR.tif
11r-12v KTK pseudo WBUVUVb-VIS,1,GeoNF-59,"Georgian NF 59 11r, 12v",GeoNF-59_011r-012v_K-23-011_KTK_pseudo_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011/GeoNF-59_011r-012v_K-23-011_KTK_pseudo_WBUVUVb-VIS.tif
11r-12v KTK pseudo WBUVUVP-VIS,1,GeoNF-59,"Georgian NF 59 11r, 12v",GeoNF-59_011r-012v_K-23-011_KTK_pseudo_WBUVUVP-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011/GeoNF-59_011r-012v_K-23-011_KTK_pseudo_WBUVUVP-VIS.tif
11r-12v KTK sharpie avgUV-VIS,1,GeoNF-59,"Georgian NF 59 11r, 12v",GeoNF-59_011r-012v_K-23-011_KTK_sharpie_avgUV-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011/GeoNF-59_011r-012v_K-23-011_KTK_sharpie_avgUV-VIS.tif
11r-12v KTK sharpie MB365UV-MB780IR,1,GeoNF-59,"Georgian NF 59 11r, 12v",GeoNF-59_011r-012v_K-23-011_KTK_sharpie_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011/GeoNF-59_011r-012v_K-23-011_KTK_sharpie_MB365UV-MB780IR.tif
11r-12v KTK sharpie MB365UV-VIS,1,GeoNF-59,"Georgian NF 59 11r, 12v",GeoNF-59_011r-012v_K-23-011_KTK_sharpie_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011/GeoNF-59_011r-012v_K-23-011_KTK_sharpie_MB365UV-VIS.tif
11r-12v KTK sharpie WBUVB47-VIS,1,GeoNF-59,"Georgian NF 59 11r, 12v",GeoNF-59_011r-012v_K-23-011_KTK_sharpie_WBUVB47-VIS.tif,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011,/Volumes/spp_ingest/IngestPackage1/GeoNF-59/GeoNF-59_011r-012v_K-23-011/GeoNF-59_011r-012v_K-23-011_KTK_sharpie_WBUVB47-VIS.tif
