File name cleanup,File name cleanup,ingest package,coll id,Ms folio folder,File,Source,File Path
c-d-1r-c-d-4v KTK sharpie WBUVG58-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 1r, c d 4v",CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVG58-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025/CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVG58-MB780IR.tif
c-d-1r-c-d-4v KTK sharpie WBUVG58-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1r, c d 4v",CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVG58-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025/CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVG58-VIS.tif
c-d-1r-c-d-4v KTK sharpie WBUVO22-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 1r, c d 4v",CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVO22-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025/CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVO22-MB780IR.tif
c-d-1r-c-d-4v KTK sharpie WBUVO22-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1r, c d 4v",CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVO22-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025/CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVO22-VIS.tif
c-d-1r-c-d-4v KTK sharpie WBUVUVb-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 1r, c d 4v",CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025/CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVUVb-MB780IR.tif
c-d-1r-c-d-4v KTK sharpie WBUVUVb-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1r, c d 4v",CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025/CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVUVb-VIS.tif
c-d-1r-c-d-4v KTK sharpie WBUVUVP-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1r, c d 4v",CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVUVP-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001r-c-d-004v_K-24-025/CPANF-frg12_c-d-001r-c-d-004v_K-24-025_KTK_sharpie_WBUVUVP-VIS.tif
c-d-1v-c-d-4r KTK pseudo MB365UV-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_MB365UV-MB780IR.tif
c-d-1v-c-d-4r KTK pseudo MB365UV-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_MB365UV-VIS.tif
c-d-1v-c-d-4r KTK pseudo WBUVO22-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_WBUVO22-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_WBUVO22-VIS.tif
c-d-1v-c-d-4r KTK pseudo WBUVUVb-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_WBUVUVb-MB780IR.tif
c-d-1v-c-d-4r KTK pseudo WBUVUVb-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_WBUVUVb-VIS.tif
c-d-1v-c-d-4r KTK pseudo WBUVUVP-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_WBUVUVP-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_pseudo_WBUVUVP-VIS.tif
c-d-1v-c-d-4r KTK sharpie avgUV-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_avgUV-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_avgUV-VIS.tif
c-d-1v-c-d-4r KTK sharpie MB365UV-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_MB365UV-MB780IR.tif
c-d-1v-c-d-4r KTK sharpie MB365UV-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_MB365UV-VIS.tif
c-d-1v-c-d-4r KTK sharpie WBUVB47-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVB47-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVB47-VIS.tif
c-d-1v-c-d-4r KTK sharpie WBUVG58-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVG58-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVG58-MB780IR.tif
c-d-1v-c-d-4r KTK sharpie WBUVG58-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVG58-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVG58-VIS.tif
c-d-1v-c-d-4r KTK sharpie WBUVO22-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVO22-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVO22-MB780IR.tif
c-d-1v-c-d-4r KTK sharpie WBUVO22-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVO22-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVO22-VIS.tif
c-d-1v-c-d-4r KTK sharpie WBUVUVb-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVUVb-MB780IR.tif
c-d-1v-c-d-4r KTK sharpie WBUVUVb-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVUVb-VIS.tif
c-d-1v-c-d-4r KTK sharpie WBUVUVP-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 1v, c d 4r",CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVUVP-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-001v-c-d-004r_K-24-026/CPANF-frg12_c-d-001v-c-d-004r_K-24-026_KTK_sharpie_WBUVUVP-VIS.tif
c-d-2r-c-d-3v KTK pseudo MB365UV-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_pseudo_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_pseudo_MB365UV-MB780IR.tif
c-d-2r-c-d-3v KTK pseudo MB365UV-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_pseudo_MB365UV-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_pseudo_MB365UV-VIS.tif
c-d-2r-c-d-3v KTK pseudo WBUVO22-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_pseudo_WBUVO22-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_pseudo_WBUVO22-VIS.tif
c-d-2r-c-d-3v KTK pseudo WBUVUVb-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_pseudo_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_pseudo_WBUVUVb-MB780IR.tif
c-d-2r-c-d-3v KTK pseudo WBUVUVb-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_pseudo_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_pseudo_WBUVUVb-VIS.tif
c-d-2r-c-d-3v KTK sharpie avgUV-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_avgUV-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_avgUV-VIS.tif
c-d-2r-c-d-3v KTK sharpie WBUVB47-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVB47-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVB47-VIS.tif
c-d-2r-c-d-3v KTK sharpie WBUVG58-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVG58-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVG58-MB780IR.tif
c-d-2r-c-d-3v KTK sharpie WBUVG58-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVG58-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVG58-VIS.tif
c-d-2r-c-d-3v KTK sharpie WBUVO22-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVO22-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVO22-MB780IR.tif
c-d-2r-c-d-3v KTK sharpie WBUVUVb-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVUVb-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVUVb-MB780IR.tif
c-d-2r-c-d-3v KTK sharpie WBUVUVb-VIS,4,CPANF-frg12,"CPA NF frg. 12 c d 2r, c d 3v",CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVUVb-VIS.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002r-c-d-003v_K-24-027/CPANF-frg12_c-d-002r-c-d-003v_K-24-027_KTK_sharpie_WBUVUVb-VIS.tif
c-d-2v-c-d-3r KTK pseudo MB365UV-MB780IR,4,CPANF-frg12,"CPA NF frg. 12 c d 2v, c d 3r",CPANF-frg12_c-d-002v-c-d-003r_K-24-028_KTK_pseudo_MB365UV-MB780IR.tif,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002v-c-d-003r_K-24-028,/Volumes/spp_ingest/IngestPackage4/CPANF-frg12/CPANF-frg12_c-d-002v-c-d-003r_K-24-028/CPANF-frg12_c-d-002v-c-d-003r_K-24-028_KTK_pseudo_MB365UV-MB780IR.tif
