"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.copyrightStatus","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/sinaimasters/ara/arabic_0060/sld_arb0060_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z11z57pm","ark:/21198/z11z57pm/vm36x91g","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2Fvm36x91g"
"Masters/sinaimasters/ara/arabic_0060/sld_arb0060_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z11z57pm","ark:/21198/z11z57pm/4z96jm6b","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2F4z96jm6b"
"Masters/sinaimasters/ara/arabic_0060/sld_arb0060_0003_f_001r.tif","3","discovery","f. 001r","Text","","ark:/21198/z11z57pm","ark:/21198/z11z57pm/t695205s","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2Ft695205s"
"Masters/sinaimasters/ara/arabic_0060/sld_arb0060_0004_f_001v.tif","4","discovery","f. 001v","Text","","ark:/21198/z11z57pm","ark:/21198/z11z57pm/08677v1x","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2F08677v1x"
"Masters/sinaimasters/ara/arabic_0060/sld_arb0060_0005_f_002r.tif","5","discovery","f. 002r","Text","","ark:/21198/z11z57pm","ark:/21198/z11z57pm/b711qn6t","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2Fb711qn6t"
"Masters/sinaimasters/ara/arabic_0060/sld_arb0060_0006_f_002v.tif","6","discovery","f. 002v","Text","","ark:/21198/z11z57pm","ark:/21198/z11z57pm/gw40tn06","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2Fgw40tn06"
"Masters/sinaimasters/ara/arabic_0060/sld_arb0060_0007_f_003r.tif","7","discovery","f. 003r","Text","","ark:/21198/z11z57pm","ark:/21198/z11z57pm/jq32275q","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2Fjq32275q"
"Masters/sinaimasters/ara/arabic_0060/sld_arb0060_0008_f_003v.tif","8","discovery","f. 003v","Text","","ark:/21198/z11z57pm","ark:/21198/z11z57pm/w837sq44","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2Fw837sq44"
"Masters/sinaimasters/ara/arabic_0060/sld_arb0060_0009_f_004r.tif","9","discovery","f. 004r","Text","","ark:/21198/z11z57pm","ark:/21198/z11z57pm/vn02wm0s","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2Fvn02wm0s"
"Masters/sinaimasters/ara/arabic_0060/sld_arb0060_0010_f_004v.tif","10","discovery","f. 004v","Text","","ark:/21198/z11z57pm","ark:/21198/z11z57pm/8w92n80c","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2F8w92n80c"
