"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.copyrightStatus","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/dg74vg83","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Fdg74vg83"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/6740hr6p","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F6740hr6p"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0003_f_001r.tif","3","discovery","f. 001r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/tg97gf3g","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Ftg97gf3g"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0004_f_001v.tif","4","discovery","f. 001v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/pc154f04","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Fpc154f04"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0005_f_002r.tif","5","discovery","f. 002r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/cp99nk0w","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Fcp99nk0w"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0006_f_002v.tif","6","discovery","f. 002v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/04696z64","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F04696z64"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0007_f_003r.tif","7","discovery","f. 003r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/1841pw45","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F1841pw45"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0008_f_003v.tif","8","discovery","f. 003v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/5787qk84","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F5787qk84"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0009_f_004r.tif","9","discovery","f. 004r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/sn86s60q","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Fsn86s60q"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0010_f_004v.tif","10","discovery","f. 004v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/1p682q7p","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F1p682q7p"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0011_f_005r.tif","11","discovery","f. 005r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/7f45x640","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F7f45x640"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0012_f_005v.tif","12","discovery","f. 005v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/ht57fp59","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Fht57fp59"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0013_f_006r.tif","13","discovery","f. 006r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/0w141g73","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F0w141g73"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0014_f_006v.tif","14","discovery","f. 006v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/1j429k0x","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F1j429k0x"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0015_f_007r.tif","15","discovery","f. 007r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/5z31xg9t","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F5z31xg9t"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0016_f_007v.tif","16","discovery","f. 007v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/b370s436","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Fb370s436"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0017_f_008r.tif","17","discovery","f. 008r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/hx510s34","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Fhx510s34"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0018_f_008v.tif","18","discovery","f. 008v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/9w61t140","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F9w61t140"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0019_f_009r.tif","19","discovery","f. 009r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/73248v0p","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F73248v0p"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0020_f_009v.tif","20","discovery","f. 009v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/71635d21","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F71635d21"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0021_f_010r.tif","21","discovery","f. 010r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/zf90z731","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Fzf90z731"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0022_f_010v.tif","22","discovery","f. 010v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/dw80hh22","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Fdw80hh22"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0023_f_011r.tif","23","discovery","f. 011r","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/9928np8j","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2F9928np8j"
"Masters/sinaimasters/ara/arabic_0065/sld_arb0065_0024_f_011v.tif","24","discovery","f. 011v","Text","","ark:/21198/z1x64r73","ark:/21198/z1x64r73/bh21pw1k","Page","copyrighted","Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Fbh21pw1k"
