File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0346/sld_arb0346_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1cr6xp9,ark:/21198/z1cr6xp9/7d26bv88,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0346/sld_arb0346_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1cr6xp9,ark:/21198/z1cr6xp9/kc73vt33,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0346/sld_arb0346_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1cr6xp9,ark:/21198/z1cr6xp9/bf55z85r,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0346/sld_arb0346_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1cr6xp9,ark:/21198/z1cr6xp9/xz203x2b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0346/sld_arb0346_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1cr6xp9,ark:/21198/z1cr6xp9/9q40w02m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0346/sld_arb0346_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1cr6xp9,ark:/21198/z1cr6xp9/8672b77j,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0346/sld_arb0346_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1cr6xp9,ark:/21198/z1cr6xp9/b311rr76,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0346/sld_arb0346_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1cr6xp9,ark:/21198/z1cr6xp9/kd83d90x,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0346/sld_arb0346_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1cr6xp9,ark:/21198/z1cr6xp9/3g57zj4f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0346/sld_arb0346_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1cr6xp9,ark:/21198/z1cr6xp9/0j859f6g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
