File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/mq98b87x,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/0j63jh4s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0003_b_001r.tif,3,discovery,Flyleaf 001r,Front matter,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/bb25h22c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0004_b_001v.tif,4,discovery,Flyleaf 001v,Front matter,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/d836w19k,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0005_b_002r.tif,5,discovery,Flyleaf 002r,Front matter,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/5t06s424,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0006_b_002v.tif,6,discovery,Flyleaf 002v,Front matter,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/q589th5j,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0007_f_001r.tif,7,discovery,f. 001r,Text,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/gg35p41q,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0008_f_001v.tif,8,discovery,f. 001v,Text,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/x948xk16,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0009_f_002r.tif,9,discovery,f. 002r,Text,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/6v39hs2c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0010_f_002v.tif,10,discovery,f. 002v,Text,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/xq96g69g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0011_f_003r.tif,11,discovery,f. 003r,Text,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/xm77pz9w,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0345/sld_arb0345_0012_f_003v.tif,12,discovery,f. 003v,Text,,ark:/21198/z1hh7p9p,ark:/21198/z1hh7p9p/rh91rx12,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
