File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0472/sld_arb0472_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z19w1jvv,ark:/21198/z19w1jvv/6d045r4s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0472/sld_arb0472_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z19w1jvv,ark:/21198/z19w1jvv/2n03569b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0472/sld_arb0472_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z19w1jvv,ark:/21198/z19w1jvv/xq18317d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0472/sld_arb0472_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z19w1jvv,ark:/21198/z19w1jvv/5m264j1x,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0472/sld_arb0472_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z19w1jvv,ark:/21198/z19w1jvv/n586404g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0472/sld_arb0472_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z19w1jvv,ark:/21198/z19w1jvv/1t866b8b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0472/sld_arb0472_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z19w1jvv,ark:/21198/z19w1jvv/mn97b60n,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0472/sld_arb0472_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z19w1jvv,ark:/21198/z19w1jvv/xj43bx55,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0472/sld_arb0472_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z19w1jvv,ark:/21198/z19w1jvv/0h71ff3f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0472/sld_arb0472_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z19w1jvv,ark:/21198/z19w1jvv/2f253x4b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
