File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/6r37d816,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/ds52s09w,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/2256cg57,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/q672fp85,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/x686cj50,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/1d36g69g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/8q965v9m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/hr655v30,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/7d35bv1v,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/5w58pf8t,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0011_f_005r.tif,11,discovery,f. 005r,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/gp54zw2t,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/6c030d67,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0196/sld_arb0196_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z13f5sxt,ark:/21198/z13f5sxt/8k75bg4s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
