"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/sq86360n","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2Fsq86360n"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/kz09kx03","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2Fkz09kx03"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0003_f_001r.tif","3","discovery","f. 001r","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/kc989g9f","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2Fkc989g9f"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0004_f_001v.tif","4","discovery","f. 001v","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/0p005r17","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2F0p005r17"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0005_f_002r.tif","5","discovery","f. 002r","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/5h04f98c","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2F5h04f98c"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0006_f_002v.tif","6","discovery","f. 002v","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/sn71zc8w","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2Fsn71zc8w"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0007_f_003r.tif","7","discovery","f. 003r","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/c7983k5d","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2Fc7983k5d"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0008_f_003v.tif","8","discovery","f. 003v","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/8m31qf08","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2F8m31qf08"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0009_f_004r.tif","9","discovery","f. 004r","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/4m91rc5s","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2F4m91rc5s"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0010_f_004v.tif","10","discovery","f. 004v","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/zf99wp5k","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2Fzf99wp5k"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0011_f_005r.tif","11","discovery","f. 005r","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/bh73392q","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2Fbh73392q"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0012_f_005v.tif","12","discovery","f. 005v","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/5629wx94","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2F5629wx94"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0013_f_006r.tif","13","discovery","f. 006r","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/pd74s77s","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2Fpd74s77s"
"Masters/sinaimasters/ara/arabic_0247/sld_arb0247_0014_f_006v.tif","14","discovery","f. 006v","Text","","ark:/21198/z1669hh5","ark:/21198/z1669hh5/11778f21","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669hh5%2F11778f21"
