File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/d404x66s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/9b239h8g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/5s47fz5p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/3b074h7n,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/9x39wz5g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/q381v724,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/4m81c56d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/mf93pt1f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/gv311k93,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/2f65x18t,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0582/sld_arb0582_0011_f_005r.tif,11,discovery,f. 005r,Text,,ark:/21198/z1jd614g,ark:/21198/z1jd614g/7n70w513,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
