"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/6d718m54","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2F6d718m54",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/69519h9s","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2F69519h9s",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0003_f_001ar.tif","3","discovery","f. 001ar","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/9h69hw21","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2F9h69hw21",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0004_f_001av.tif","4","discovery","f. 001av","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/19764b19","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2F19764b19",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0005_f_001br.tif","5","discovery","f. 001br","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/1808km4p","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2F1808km4p",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0006_f_001bv.tif","6","discovery","f. 001bv","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/8q36rq4g","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2F8q36rq4g",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0007_f_002r.tif","7","discovery","f. 002r","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/4k512f4b","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2F4k512f4b",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0008_f_002v.tif","8","discovery","f. 002v","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/pt19sh8v","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2Fpt19sh8v",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0009_f_003r.tif","9","discovery","f. 003r","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/jw985b0q","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2Fjw985b0q",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0010_f_003v.tif","10","discovery","f. 003v","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/qn500d4x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2Fqn500d4x",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0011_f_004ar.tif","11","discovery","f. 004ar","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/17338x39","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2F17338x39",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0012_f_004av.tif","12","discovery","f. 004av","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/78501f95","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2F78501f95",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0013_f_004br.tif","13","discovery","f. 004br","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/fv41233j","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2Ffv41233j",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0014_f_004bv.tif","14","discovery","f. 004bv","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/pv77w773","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2Fpv77w773",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0015_f_005r.tif","15","discovery","f. 005r","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/wr12ft6m","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2Fwr12ft6m",""
"Masters/sinaimasters/ara/arabic_0136/sld_arb0136_0016_f_005v.tif","16","discovery","f. 005v","Text","","ark:/21198/z1rr32h0","ark:/21198/z1rr32h0/k383vx4p","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr32h0%2Fk383vx4p",""
