File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights statement (local)
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/9829m23n,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/s547zf2q,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/71177s7g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/4f80g289,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/5915jz87,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/9569vz3h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/v345xr6h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/b083mj3w,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/9r95kj4w,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/dm87dx07,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0011_f_005r.tif,11,discovery,f. 005r,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/r781k24c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/0c29rr13,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/th13bz5x,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0420/sld_arb0420_0014_f_006v.tif,14,discovery,f. 006v,Text,,ark:/21198/z1223z2t,ark:/21198/z1223z2t/9s24s42s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
