"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/sinaimasters/ara/arabic_0229/sld_arb0229_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z1m058q3","ark:/21198/z1m058q3/w306v453","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m058q3%2Fw306v453"
"Masters/sinaimasters/ara/arabic_0229/sld_arb0229_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z1m058q3","ark:/21198/z1m058q3/6626ck7g","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m058q3%2F6626ck7g"
"Masters/sinaimasters/ara/arabic_0229/sld_arb0229_0003_b_000a.tif","3","discovery","Front Board Inside","Front matter","","ark:/21198/z1m058q3","ark:/21198/z1m058q3/pt29w381","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m058q3%2Fpt29w381"
"Masters/sinaimasters/ara/arabic_0229/sld_arb0229_0004_f_001r.tif","4","discovery","f. 001r","Text","","ark:/21198/z1m058q3","ark:/21198/z1m058q3/sc71jf7b","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m058q3%2Fsc71jf7b"
"Masters/sinaimasters/ara/arabic_0229/sld_arb0229_0005_f_001v.tif","5","discovery","f. 001v","Text","","ark:/21198/z1m058q3","ark:/21198/z1m058q3/t491n51t","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m058q3%2Ft491n51t"
"Masters/sinaimasters/ara/arabic_0229/sld_arb0229_0006_f_002r.tif","6","discovery","f. 002r","Text","","ark:/21198/z1m058q3","ark:/21198/z1m058q3/d1550s40","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m058q3%2Fd1550s40"
"Masters/sinaimasters/ara/arabic_0229/sld_arb0229_0007_f_002v.tif","7","discovery","f. 002v","Text","","ark:/21198/z1m058q3","ark:/21198/z1m058q3/mw98873f","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m058q3%2Fmw98873f"
"Masters/sinaimasters/ara/arabic_0229/sld_arb0229_0008_f_003r.tif","8","discovery","f. 003r","Text","","ark:/21198/z1m058q3","ark:/21198/z1m058q3/2q30g709","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m058q3%2F2q30g709"
"Masters/sinaimasters/ara/arabic_0229/sld_arb0229_0009_f_003v.tif","9","discovery","f. 003v","Text","","ark:/21198/z1m058q3","ark:/21198/z1m058q3/hn81n01t","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m058q3%2Fhn81n01t"
"Masters/sinaimasters/ara/arabic_0229/sld_arb0229_0010_f_004r.tif","10","discovery","f. 004r","Text","","ark:/21198/z1m058q3","ark:/21198/z1m058q3/bg65450r","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m058q3%2Fbg65450r"
