File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights statement (local)
Masters/sinaimasters/ara/arabic_0043/sld_arb0043_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1j68m63,ark:/21198/z1j68m63/cd20wv6n,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0043/sld_arb0043_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1j68m63,ark:/21198/z1j68m63/m820f97j,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0043/sld_arb0043_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1j68m63,ark:/21198/z1j68m63/mw89q74j,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0043/sld_arb0043_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1j68m63,ark:/21198/z1j68m63/k211vd97,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0043/sld_arb0043_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1j68m63,ark:/21198/z1j68m63/wz14j346,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0043/sld_arb0043_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1j68m63,ark:/21198/z1j68m63/cx61mt7m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0043/sld_arb0043_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1j68m63,ark:/21198/z1j68m63/ds71cw40,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0043/sld_arb0043_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1j68m63,ark:/21198/z1j68m63/x7492k3n,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0043/sld_arb0043_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1j68m63,ark:/21198/z1j68m63/jm058x1j,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0043/sld_arb0043_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1j68m63,ark:/21198/z1j68m63/vx00hf52,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
