File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights statement (local)
Masters/sinaimasters/ara/arabic_0194/sld_arb0194_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z14181d9,ark:/21198/z14181d9/s266sc0w,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0194/sld_arb0194_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z14181d9,ark:/21198/z14181d9/xr578g9w,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0194/sld_arb0194_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z14181d9,ark:/21198/z14181d9/9q67z11h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0194/sld_arb0194_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z14181d9,ark:/21198/z14181d9/nd25t074,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0194/sld_arb0194_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z14181d9,ark:/21198/z14181d9/q179h713,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0194/sld_arb0194_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z14181d9,ark:/21198/z14181d9/bd99gt33,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0194/sld_arb0194_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z14181d9,ark:/21198/z14181d9/0364d159,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0194/sld_arb0194_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z14181d9,ark:/21198/z14181d9/0d945t54,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0194/sld_arb0194_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z14181d9,ark:/21198/z14181d9/0692j340,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0194/sld_arb0194_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z14181d9,ark:/21198/z14181d9/1083nj7z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
