"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/sinaimasters/ara/arabic_0260/sld_arb0260_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z16t1r1z","ark:/21198/z16t1r1z/zc452g4c","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r1z%2Fzc452g4c"
"Masters/sinaimasters/ara/arabic_0260/sld_arb0260_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z16t1r1z","ark:/21198/z16t1r1z/qn31863x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r1z%2Fqn31863x"
"Masters/sinaimasters/ara/arabic_0260/sld_arb0260_0003_f_001r.tif","3","discovery","f. 001r","Text","","ark:/21198/z16t1r1z","ark:/21198/z16t1r1z/xm54pp4m","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r1z%2Fxm54pp4m"
"Masters/sinaimasters/ara/arabic_0260/sld_arb0260_0004_f_001v.tif","4","discovery","f. 001v","Text","","ark:/21198/z16t1r1z","ark:/21198/z16t1r1z/sv456p59","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r1z%2Fsv456p59"
"Masters/sinaimasters/ara/arabic_0260/sld_arb0260_0005_f_002r.tif","5","discovery","f. 002r","Text","","ark:/21198/z16t1r1z","ark:/21198/z16t1r1z/9q79wb2n","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r1z%2F9q79wb2n"
"Masters/sinaimasters/ara/arabic_0260/sld_arb0260_0006_f_002v.tif","6","discovery","f. 002v","Text","","ark:/21198/z16t1r1z","ark:/21198/z16t1r1z/0x465p8w","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r1z%2F0x465p8w"
"Masters/sinaimasters/ara/arabic_0260/sld_arb0260_0007_f_003r.tif","7","discovery","f. 003r","Text","","ark:/21198/z16t1r1z","ark:/21198/z16t1r1z/vb00xx5d","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r1z%2Fvb00xx5d"
"Masters/sinaimasters/ara/arabic_0260/sld_arb0260_0008_f_003v.tif","8","discovery","f. 003v","Text","","ark:/21198/z16t1r1z","ark:/21198/z16t1r1z/tc12623j","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r1z%2Ftc12623j"
"Masters/sinaimasters/ara/arabic_0260/sld_arb0260_0009_f_004r.tif","9","discovery","f. 004r","Text","","ark:/21198/z16t1r1z","ark:/21198/z16t1r1z/vx893p0x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r1z%2Fvx893p0x"
"Masters/sinaimasters/ara/arabic_0260/sld_arb0260_0010_f_004v.tif","10","discovery","f. 004v","Text","","ark:/21198/z16t1r1z","ark:/21198/z16t1r1z/qq850z2r","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r1z%2Fqq850z2r"
