File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/9500zn5s,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/bs66nc2w,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/sh44xr4c,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/8812h57d,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/3g57zh2m,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/w3241665,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/s307vr3c,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/9s46xk8b,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/5d41fj3s,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/1x63v764,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0011_f_005r.tif,11,discovery,f. 005r,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/n431f644,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/3s384d68,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0205/sld_arb0205_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z1qr61d2,ark:/21198/z1qr61d2/9c114f60,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
