File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0621/sld_arb0621_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1rj5ntr,ark:/21198/z1rj5ntr/zv215g8s,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0621/sld_arb0621_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1rj5ntr,ark:/21198/z1rj5ntr/gc08h74c,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0621/sld_arb0621_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1rj5ntr,ark:/21198/z1rj5ntr/mq906b1s,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0621/sld_arb0621_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1rj5ntr,ark:/21198/z1rj5ntr/rm896z1p,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0621/sld_arb0621_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1rj5ntr,ark:/21198/z1rj5ntr/9n164k8s,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0621/sld_arb0621_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1rj5ntr,ark:/21198/z1rj5ntr/zt25d207,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0621/sld_arb0621_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1rj5ntr,ark:/21198/z1rj5ntr/s327mr7c,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0621/sld_arb0621_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1rj5ntr,ark:/21198/z1rj5ntr/jp70p68h,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0621/sld_arb0621_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1rj5ntr,ark:/21198/z1rj5ntr/1266cr91,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0621/sld_arb0621_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1rj5ntr,ark:/21198/z1rj5ntr/1p45194k,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
