File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/pg22v060,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/xq761j1k,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/gr55h202,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/5c074q1m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/q5437p9h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/qf63w67r,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/wz95d56h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/0d11mj66,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/xq85p792,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/sr56vf98,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0011_f_005r.tif,11,discovery,f. 005r,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/tb48b27r,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/r596ht06,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/7j23xq7h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0149/sld_arb0149_0014_f_006v.tif,14,discovery,f. 006v,Text,,ark:/21198/z1h71k28,ark:/21198/z1h71k28/3553pw4q,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
