File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0276/sld_arb0276_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1z90gqw,ark:/21198/z1z90gqw/mc239m62,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0276/sld_arb0276_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1z90gqw,ark:/21198/z1z90gqw/7b658t6h,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0276/sld_arb0276_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1z90gqw,ark:/21198/z1z90gqw/bn614598,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0276/sld_arb0276_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1z90gqw,ark:/21198/z1z90gqw/05136n6d,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0276/sld_arb0276_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1z90gqw,ark:/21198/z1z90gqw/7z44fj9r,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0276/sld_arb0276_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1z90gqw,ark:/21198/z1z90gqw/30871v4h,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0276/sld_arb0276_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1z90gqw,ark:/21198/z1z90gqw/p993x871,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0276/sld_arb0276_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1z90gqw,ark:/21198/z1z90gqw/ts72j61w,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0276/sld_arb0276_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1z90gqw,ark:/21198/z1z90gqw/hg339b02,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0276/sld_arb0276_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1z90gqw,ark:/21198/z1z90gqw/hg11cr73,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
