File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0081/sld_arb0081_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z18p73vc,ark:/21198/z18p73vc/rw55g61z,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0081/sld_arb0081_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z18p73vc,ark:/21198/z18p73vc/g033kw4z,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0081/sld_arb0081_0003_b_000a.tif,3,discovery,Front Board Inside,Front matter,,ark:/21198/z18p73vc,ark:/21198/z18p73vc/7t19tk56,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0081/sld_arb0081_0004_f_001r-2.tif,4,discovery,f. 001r-2,Text,,ark:/21198/z18p73vc,ark:/21198/z18p73vc/4605g88s,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0081/sld_arb0081_0005_f_001r.tif,5,discovery,f. 001r-1,Text,,ark:/21198/z18p73vc,ark:/21198/z18p73vc/3n133646,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0081/sld_arb0081_0006_f_001v.tif,6,discovery,f. 001v,Text,,ark:/21198/z18p73vc,ark:/21198/z18p73vc/p496hr6q,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0081/sld_arb0081_0007_f_002r.tif,7,discovery,f. 002r,Text,,ark:/21198/z18p73vc,ark:/21198/z18p73vc/tk46j29t,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0081/sld_arb0081_0008_f_002v.tif,8,discovery,f. 002v,Text,,ark:/21198/z18p73vc,ark:/21198/z18p73vc/1f99j92d,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0081/sld_arb0081_0009_f_003r.tif,9,discovery,f. 003r,Text,,ark:/21198/z18p73vc,ark:/21198/z18p73vc/g958hr7p,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0081/sld_arb0081_0010_f_003v.tif,10,discovery,f. 003v,Text,,ark:/21198/z18p73vc,ark:/21198/z18p73vc/6390gg42,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
