File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights statement (local)
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/6551pv0g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/2s611d3j,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0003_b_001r.tif,3,discovery,Flyleaf 001r,Front matter,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/m741tr44,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0004_b_001v.tif,4,discovery,Flyleaf 001v,Front matter,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/xx53fs7c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0005_b_002r.tif,5,discovery,Flyleaf 002r,Front matter,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/bg21dq55,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0006_b_002v.tif,6,discovery,Flyleaf 002v,Front matter,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/mg83442h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0007_b_003r.tif,7,discovery,Flyleaf 003r,Front matter,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/mb56qh8d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0008_b_003v.tif,8,discovery,Flyleaf 003v,Front matter,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/w304442x,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0009_b_004r.tif,9,discovery,Flyleaf 004r,Front matter,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/g824mc9c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0010_b_004v.tif,10,discovery,Flyleaf 004v,Front matter,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/w609hx74,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0011_f_001r.tif,11,discovery,f. 001r,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/wc74hb0h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0012_f_001v.tif,12,discovery,f. 001v,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/bx89531b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0013_f_002r.tif,13,discovery,f. 002r,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/2s74x926,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0014_f_002v.tif,14,discovery,f. 002v,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/p125h91q,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0015_f_003r.tif,15,discovery,f. 003r,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/0r86ts7h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0016_f_003v.tif,16,discovery,f. 003v,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/cx35vm9x,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0017_f_004r.tif,17,discovery,f. 004r,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/58638704,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0018_f_004v.tif,18,discovery,f. 004v,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/ww72rr5b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0019_f_005r.tif,19,discovery,f. 005r,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/g950mq2m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0020_f_005v.tif,20,discovery,f. 005v,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/gn32wk3b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0021_f_006r.tif,21,discovery,f. 006r,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/r558r426,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0022_f_006v.tif,22,discovery,f. 006v,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/xn192744,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0023_f_007r.tif,23,discovery,f. 007r,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/sc687d8w,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0024_f_007v.tif,24,discovery,f. 007v,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/qx77tr9p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0025_f_008r.tif,25,discovery,f. 008r,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/9444hr8v,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0026_f_008v.tif,26,discovery,f. 008v,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/rw64vh07,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0027_f_009r.tif,27,discovery,f. 009r,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/dt22n78n,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0028_f_009v.tif,28,discovery,f. 009v,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/2f23z28t,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0029_f_010r.tif,29,discovery,f. 010r,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/g919wh8r,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0252/sld_arb0252_0030_f_010v.tif,30,discovery,f. 010v,Text,,ark:/21198/z1bk2gnx,ark:/21198/z1bk2gnx/6408zc1f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
