"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/sinaimasters/ara/arabic_0532/sld_arb0532_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z14t7nnf","ark:/21198/z14t7nnf/z328ts0b","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t7nnf%2Fz328ts0b"
"Masters/sinaimasters/ara/arabic_0532/sld_arb0532_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z14t7nnf","ark:/21198/z14t7nnf/7j042g4z","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t7nnf%2F7j042g4z"
"Masters/sinaimasters/ara/arabic_0532/sld_arb0532_0003_f_001r.tif","3","discovery","f. 001r","Text","","ark:/21198/z14t7nnf","ark:/21198/z14t7nnf/x2298203","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t7nnf%2Fx2298203"
"Masters/sinaimasters/ara/arabic_0532/sld_arb0532_0004_f_001v.tif","4","discovery","f. 001v","Text","","ark:/21198/z14t7nnf","ark:/21198/z14t7nnf/ps18v36x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t7nnf%2Fps18v36x"
"Masters/sinaimasters/ara/arabic_0532/sld_arb0532_0005_f_002r.tif","5","discovery","f. 002r","Text","","ark:/21198/z14t7nnf","ark:/21198/z14t7nnf/r110gg7b","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t7nnf%2Fr110gg7b"
"Masters/sinaimasters/ara/arabic_0532/sld_arb0532_0006_f_002v.tif","6","discovery","f. 002v","Text","","ark:/21198/z14t7nnf","ark:/21198/z14t7nnf/x3997s8v","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t7nnf%2Fx3997s8v"
"Masters/sinaimasters/ara/arabic_0532/sld_arb0532_0007_f_003r.tif","7","discovery","f. 003r","Text","","ark:/21198/z14t7nnf","ark:/21198/z14t7nnf/k217w36v","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t7nnf%2Fk217w36v"
"Masters/sinaimasters/ara/arabic_0532/sld_arb0532_0008_f_003v.tif","8","discovery","f. 003v","Text","","ark:/21198/z14t7nnf","ark:/21198/z14t7nnf/jp53n435","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t7nnf%2Fjp53n435"
"Masters/sinaimasters/ara/arabic_0532/sld_arb0532_0009_f_004r.tif","9","discovery","f. 004r","Text","","ark:/21198/z14t7nnf","ark:/21198/z14t7nnf/dr44zv0v","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t7nnf%2Fdr44zv0v"
"Masters/sinaimasters/ara/arabic_0532/sld_arb0532_0010_f_004v.tif","10","discovery","f. 004v","Text","","ark:/21198/z14t7nnf","ark:/21198/z14t7nnf/9q33tr1m","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t7nnf%2F9q33tr1m"
