File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights statement (local)
Masters/sinaimasters/ara/arabic_0367/sld_arb0367_0001_f_001r.tif,1,discovery,f. 001r,Text,,ark:/21198/z1pr908p,ark:/21198/z1pr908p/kn37hc81,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0367/sld_arb0367_0002_f_001v.tif,2,discovery,f. 001v,Text,,ark:/21198/z1pr908p,ark:/21198/z1pr908p/4r33g052,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0367/sld_arb0367_0003_f_002r.tif,3,discovery,f. 002r,Text,,ark:/21198/z1pr908p,ark:/21198/z1pr908p/hr54414r,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0367/sld_arb0367_0004_f_002v.tif,4,discovery,f. 002v,Text,,ark:/21198/z1pr908p,ark:/21198/z1pr908p/db212s64,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0367/sld_arb0367_0005_f_003r.tif,5,discovery,f. 003r,Text,,ark:/21198/z1pr908p,ark:/21198/z1pr908p/0370rk8h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0367/sld_arb0367_0006_f_003v.tif,6,discovery,f. 003v,Text,,ark:/21198/z1pr908p,ark:/21198/z1pr908p/3435q615,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0367/sld_arb0367_0007_f_004r.tif,7,discovery,f. 004r,Text,,ark:/21198/z1pr908p,ark:/21198/z1pr908p/r360p433,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0367/sld_arb0367_0008_f_004v.tif,8,discovery,f. 004v,Text,,ark:/21198/z1pr908p,ark:/21198/z1pr908p/vb12fb7b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0367/sld_arb0367_0009_f_005r.tif,9,discovery,f. 005r,Text,,ark:/21198/z1pr908p,ark:/21198/z1pr908p/db68t639,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0367/sld_arb0367_0010_f_005v.tif,10,discovery,f. 005v,Text,,ark:/21198/z1pr908p,ark:/21198/z1pr908p/m423dc6f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
