File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights statement (local)
Masters/sinaimasters/ara/arabic_0411/sld_arb0411_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z19k5fkf,ark:/21198/z19k5fkf/z241xp88,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0411/sld_arb0411_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z19k5fkf,ark:/21198/z19k5fkf/3k87gg0m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0411/sld_arb0411_0003_f_001ar.tif,3,discovery,f. 001ar,Text,,ark:/21198/z19k5fkf,ark:/21198/z19k5fkf/06523s6v,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0411/sld_arb0411_0004_f_001av.tif,4,discovery,f. 001av,Text,,ark:/21198/z19k5fkf,ark:/21198/z19k5fkf/w9404t52,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0411/sld_arb0411_0005_f_001br.tif,5,discovery,f. 001br,Text,,ark:/21198/z19k5fkf,ark:/21198/z19k5fkf/3878mm0g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0411/sld_arb0411_0006_f_001bv.tif,6,discovery,f. 001bv,Text,,ark:/21198/z19k5fkf,ark:/21198/z19k5fkf/3w77tk2g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0411/sld_arb0411_0007_f_002r.tif,7,discovery,f. 002r,Text,,ark:/21198/z19k5fkf,ark:/21198/z19k5fkf/9p33rv92,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0411/sld_arb0411_0008_f_002v.tif,8,discovery,f. 002v,Text,,ark:/21198/z19k5fkf,ark:/21198/z19k5fkf/mn16n474,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0411/sld_arb0411_0009_f_003r.tif,9,discovery,f. 003r,Text,,ark:/21198/z19k5fkf,ark:/21198/z19k5fkf/nn816190,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0411/sld_arb0411_0010_f_003v.tif,10,discovery,f. 003v,Text,,ark:/21198/z19k5fkf,ark:/21198/z19k5fkf/7h36w91b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
