"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/sinaimasters/ara/arabic_0265/sld_arb0265_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z132108g","ark:/21198/z132108g/8f86r87c","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz132108g%2F8f86r87c"
"Masters/sinaimasters/ara/arabic_0265/sld_arb0265_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z132108g","ark:/21198/z132108g/5q95xk4m","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz132108g%2F5q95xk4m"
"Masters/sinaimasters/ara/arabic_0265/sld_arb0265_0003_f_001r.tif","3","discovery","f. 001r","Text","","ark:/21198/z132108g","ark:/21198/z132108g/hb035r1t","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz132108g%2Fhb035r1t"
"Masters/sinaimasters/ara/arabic_0265/sld_arb0265_0004_f_001v.tif","4","discovery","f. 001v","Text","","ark:/21198/z132108g","ark:/21198/z132108g/nn99fp4m","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz132108g%2Fnn99fp4m"
"Masters/sinaimasters/ara/arabic_0265/sld_arb0265_0005_f_002r.tif","5","discovery","f. 002r","Text","","ark:/21198/z132108g","ark:/21198/z132108g/d033b73j","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz132108g%2Fd033b73j"
"Masters/sinaimasters/ara/arabic_0265/sld_arb0265_0006_f_002v.tif","6","discovery","f. 002v","Text","","ark:/21198/z132108g","ark:/21198/z132108g/fp03wr8j","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz132108g%2Ffp03wr8j"
"Masters/sinaimasters/ara/arabic_0265/sld_arb0265_0007_f_003r.tif","7","discovery","f. 003r","Text","","ark:/21198/z132108g","ark:/21198/z132108g/jj04f226","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz132108g%2Fjj04f226"
"Masters/sinaimasters/ara/arabic_0265/sld_arb0265_0008_f_003v.tif","8","discovery","f. 003v","Text","","ark:/21198/z132108g","ark:/21198/z132108g/7507fb3b","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz132108g%2F7507fb3b"
"Masters/sinaimasters/ara/arabic_0265/sld_arb0265_0009_f_004r.tif","9","discovery","f. 004r","Text","","ark:/21198/z132108g","ark:/21198/z132108g/p2092p8q","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz132108g%2Fp2092p8q"
"Masters/sinaimasters/ara/arabic_0265/sld_arb0265_0010_f_004v.tif","10","discovery","f. 004v","Text","","ark:/21198/z132108g","ark:/21198/z132108g/7k55nd54","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz132108g%2F7k55nd54"
