File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights statement (local)
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/sw429k92,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/gp05dp98,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0003_b_000a.tif,3,discovery,Front Board Inside,Front matter,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/tj34q24h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0004_f_001r.tif,4,discovery,f. 001r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/6x95qm5k,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0005_f_001v.tif,5,discovery,f. 001v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/ks087d46,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0006_f_002r.tif,6,discovery,f. 002r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/hh51cj9p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0007_f_002v.tif,7,discovery,f. 002v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/q137x62d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0008_f_003r.tif,8,discovery,f. 003r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/2277gx71,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0009_f_003v.tif,9,discovery,f. 003v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/1g263r5z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0010_f_004r.tif,10,discovery,f. 004r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/mr546b2f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0011_f_004v.tif,11,discovery,f. 004v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/df77tc47,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0012_f_005r.tif,12,discovery,f. 005r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/1b82f95n,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0013_f_005v.tif,13,discovery,f. 005v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/fr24231c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0014_f_006r.tif,14,discovery,f. 006r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/jw56h886,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0015_f_006v.tif,15,discovery,f. 006v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/kn67dx9s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0016_f_007r.tif,16,discovery,f. 007r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/gs41j90p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0017_f_007v.tif,17,discovery,f. 007v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/w006957h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0018_f_008r.tif,18,discovery,f. 008r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/kc99s452,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0019_f_008v.tif,19,discovery,f. 008v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/dv106j08,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0020_f_009r.tif,20,discovery,f. 009r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/nq78sf2v,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0021_f_009v.tif,21,discovery,f. 009v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/7d194c85,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0022_f_010r.tif,22,discovery,f. 010r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/sq076w0z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0023_f_010v.tif,23,discovery,f. 010v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/mx33c118,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0024_f_011r.tif,24,discovery,f. 011r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/th793j64,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0025_f_011v.tif,25,discovery,f. 011v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/pr08kg5g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0026_f_012r.tif,26,discovery,f. 012r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/3604520d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0027_f_012v.tif,27,discovery,f. 012v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/4706c586,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0028_f_013r.tif,28,discovery,f. 013r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/8n55ss8k,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0029_f_013v.tif,29,discovery,f. 013v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/vz59sn0z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0030_f_014r.tif,30,discovery,f. 014r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/jj181d8q,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0031_f_014v.tif,31,discovery,f. 014v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/wz42hs6d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0032_f_015r.tif,32,discovery,f. 015r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/hm768p88,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0033_f_015v.tif,33,discovery,f. 015v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/z071x680,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0034_f_016r.tif,34,discovery,f. 016r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/k409478h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0035_f_016v.tif,35,discovery,f. 016v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/9b27cc1p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0036_f_017r.tif,36,discovery,f. 017r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/4309cv6c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0037_f_017v.tif,37,discovery,f. 017v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/qd33x45z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0038_f_018r.tif,38,discovery,f. 018r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/th53hm68,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0039_f_018v.tif,39,discovery,f. 018v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/7d343c46,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0040_f_019r.tif,40,discovery,f. 019r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/m790zd0t,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0041_f_019v.tif,41,discovery,f. 019v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/hx91gr31,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0042_f_020r.tif,42,discovery,f. 020r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/zv738z3g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0043_f_020v.tif,43,discovery,f. 020v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/g927zq11,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0044_f_021r.tif,44,discovery,f. 021r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/6f57kc6w,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0045_f_021v.tif,45,discovery,f. 021v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/mr83895z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0046_f_022r.tif,46,discovery,f. 022r,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/s8548c2k,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0240/sld_syr0240_0047_f_022v.tif,47,discovery,f. 022v,Text,,ark:/21198/z13v0mhm,ark:/21198/z13v0mhm/rh67k17p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
