File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/syr/syriac_0105/sld_syr0105_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z17m1c7b,ark:/21198/z17m1c7b/1q99w55m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0105/sld_syr0105_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z17m1c7b,ark:/21198/z17m1c7b/gs004f9v,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0105/sld_syr0105_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z17m1c7b,ark:/21198/z17m1c7b/p196m355,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0105/sld_syr0105_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z17m1c7b,ark:/21198/z17m1c7b/jc08qv4k,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0105/sld_syr0105_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z17m1c7b,ark:/21198/z17m1c7b/qz76xx92,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0105/sld_syr0105_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z17m1c7b,ark:/21198/z17m1c7b/4t44nc2w,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0105/sld_syr0105_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z17m1c7b,ark:/21198/z17m1c7b/vr288c12,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0105/sld_syr0105_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z17m1c7b,ark:/21198/z17m1c7b/xb38h09g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0105/sld_syr0105_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z17m1c7b,ark:/21198/z17m1c7b/9752r664,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/syr/syriac_0105/sld_syr0105_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z17m1c7b,ark:/21198/z17m1c7b/3173v03b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
