285,ara032.csv
352,ara043.csv
326,ara069.csv
380,ara081.csv
488,ara085.csv
798,ara129.csv
484,ara135.csv
589,ara136.csv
410,ara143.csv
208,ara149.csv
371,ara175.csv
434,ara188.csv
346,ara194.csv
286,ara195.csv
308,ara199.csv
130,ara205.csv
293,ara229.csv
406,ara240.csv
352,ara252.csv
,94
392,ara265.csv
724,ara276.csv
202,ara295.csv
354,ara367.csv
338,ara408.csv
416,ara409.csv
426,ara411.csv
634,ara419.csv
397,ara420.csv
656,ara441.csv
142,ara454.csv
430,ara466.csv
348,ara496.csv
320,ara508.csv
418,ara510.csv
420,ara532.csv
398,ara548.csv
417,ara581.csv
302,ara621.csv
762,ara680.csv
76,ara695.csv
318,syr001b.csv
182,syr043.csv
392,syr105.csv
331,syr240.csv
346,syr269.csv
444,syr271.csv
17973,total
