"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0001_a_1.tif","1","discovery","Front Board Outside","Front matter","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/24156x45","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F24156x45"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0002_b_000.tif","2","discovery","Front Board Inside","Front matter","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/kp36bb16","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fkp36bb16"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0003_f_001r.tif","3","discovery","f. 001r","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/3v63g43v","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F3v63g43v"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0004_f_001v.tif","4","discovery","f. 001v","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/83702f69","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F83702f69"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0005_f_002r.tif","5","discovery","f. 002r","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/3680st14","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F3680st14"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0006_f_002v.tif","6","discovery","f. 002v","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/7803dn7w","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F7803dn7w"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0007_f_003r.tif","7","discovery","f. 003r","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/3g02pj10","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F3g02pj10"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0008_f_003v.tif","8","discovery","f. 003v","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/0f600k3f","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F0f600k3f"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0009_f_004ar.tif","9","discovery","f. 004ar","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/b502d32x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fb502d32x"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0010_f_004av.tif","10","discovery","f. 004av","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/8k76kn4m","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F8k76kn4m"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0011_f_004br.tif","11","discovery","f. 004br","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/0012vn4c","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F0012vn4c"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0012_f_004bv.tif","12","discovery","f. 004bv","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/h304711x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fh304711x"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0013_f_005r.tif","13","discovery","f. 005r","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/gn02ww0f","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fgn02ww0f"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0014_f_005v.tif","14","discovery","f. 005v","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/1z688f0x","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F1z688f0x"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0015_f_006ar.tif","15","discovery","f. 006ar","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/d579jw7f","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fd579jw7f"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0016_f_006av.tif","16","discovery","f. 006av","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/pz97wp47","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fpz97wp47"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0017_f_006br.tif","17","discovery","f. 006br","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/qr75f12j","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fqr75f12j"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0018_f_006bv.tif","18","discovery","f. 006bv","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/jz26t96r","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fjz26t96r"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0019_f_007r.tif","19","discovery","f. 007r","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/s961r017","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fs961r017"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0020_f_007v.tif","20","discovery","f. 007v","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/q1255z9q","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fq1255z9q"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0021_f_008r.tif","21","discovery","f. 008r","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/3z61cd3q","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2F3z61cd3q"
"Masters/sinaimasters/ara/arabic_0466/sld_arb0466_0022_f_008v.tif","22","discovery","f. 008v","Text","","ark:/21198/z1ns1z88","ark:/21198/z1ns1z88/n178bm83","Page","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ","succeeded","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns1z88%2Fn178bm83"
