File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights statement (local)
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/8377g875,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/zh116b4h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/3052w456,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/8049zg8z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/fd025b6p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/vh49hr70,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/rv84zx58,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/2x17dr4p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/4j563s21,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/2696h18p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0011_f_005r.tif,11,discovery,f. 005r,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/wx274v0k,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/6j945d08,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/6616679r,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0014_f_006v.tif,14,discovery,f. 006v,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/m1680f4s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0015_f_007r.tif,15,discovery,f. 007r,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/zd814254,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0016_f_007v.tif,16,discovery,f. 007v,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/cv74ww0s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0017_f_008r.tif,17,discovery,f. 008r,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/qc008q5j,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0018_f_008v.tif,18,discovery,f. 008v,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/gq48js5v,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0019_f_009r.tif,19,discovery,f. 009r,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/3652n66c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0009/sld_arb0009_0020_f_009v.tif,20,discovery,f. 009v,Text,,ark:/21198/z1sr03rq,ark:/21198/z1sr03rq/2x186n7h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
