shelfmark,ark,front_board,back_board
Sinai Arabic 76,ark:/21198/z1806mbk,True,True
Sinai Arabic 410A,ark:/21198/z1418frr,False,False
Sinai Arabic 366,ark:/21198/z1n31fpj,False,False
Sinai Arabic 11,ark:/21198/z11g24xj,True,True
Sinai Arabic 213,ark:/21198/z1pz6tj4,True,True
Sinai Arabic 171,ark:/21198/z1709k49,True,True
Sinai Arabic 601,ark:/21198/z1j40b62,False,False
Sinai Arabic 211,ark:/21198/z1tq7k7d,True,True
Sinai Arabic 562,ark:/21198/z1xd2kc4,True,True
Sinai Arabic 2,ark:/21198/z1572wqs,True,False
Sinai Arabic 375,ark:/21198/z1hb0pwx,False,True
Sinai Arabic 363,ark:/21198/z1rv26fd,True,True
Sinai Arabic 1,ark:/21198/z18w4z1w,False,True
Sinai Arabic 564,ark:/21198/z1sn1tmz,True,True
Sinai Arabic 362,ark:/21198/z1wh47rd,True,True
Sinai Syriac NF X 38,ark:/21198/z1vh7f0v,False,False
Sinai Greek NF MG 9,ark:/21198/z1cg1g5j,False,False
Sinai Syriac NF X 37,ark:/21198/z1087xf9,False,False
Sinai Syriac NF X 36,ark:/21198/z13x9zsf,False,False
Sinai Syriac NF X 35,ark:/21198/z17q0qj5,False,False
Sinai Arabic NF M 28,ark:/21198/z1n02zkr,False,False
Sinai Syriac NF X 45,ark:/21198/z1321n2n,False,False
Sinai Arabic NF X 4,ark:/21198/z1h726vd,False,False
Sinai Syriac NF X 44,ark:/21198/z16t2csn,False,False
Sinai Syriac NF X 40,ark:/21198/z1qr6p67,False,False
Sinai Arabic NF M 12,ark:/21198/z1wh4g47,False,True
Sinai Arabic NF M 7,ark:/21198/z1156866,True,True
Sinai Syriac NF X 41,ark:/21198/z1m05xh8,False,False
Sinai Syriac NF X 43,ark:/21198/z1bg4f5z,False,False
Sinai Arabic NF M 5,ark:/21198/z14x70x6,False,False
Sinai Syriac NF X 42,ark:/21198/z1g755tc,False,False
Sinai Arabic 555,ark:/21198/z1d23m2s,True,True
Sinai Syriac 120,ark:/21198/z11n9pk2,True,True
Sinai Arabic 187,ark:/21198/z13r2g90,True,False
Sinai Arabic 393,ark:/21198/z1f20n48,True,True
Sinai Arabic 580,ark:/21198/z1rb8t1k,True,True
Sinai Syriac 81,ark:/21198/z17673rw,True,True
Sinai Arabic 184,ark:/21198/z17h3708,True,True
Sinai Arabic 619,ark:/21198/z1795t4s,False,False
Sinai Arabic 355,ark:/21198/z1pk24mf,True,True
Sinai Arabic 23,ark:/21198/z1v7171s,True,True
Sinai Arabic 36,ark:/21198/z1jt1cv8,True,False
Sinai Arabic 546,ark:/21198/z1ht4brb,True,True
Sinai Syriac 251,ark:/21198/z1vx2517,True,True
Sinai Arabic 593,ark:/21198/z1gt79nd,False,False
Sinai Arabic 35,ark:/21198/z1tb2wdp,True,True
Sinai Arabic 592,ark:/21198/z1mk82bp,False,False
Sinai Arabic 697,ark:/21198/z1t45gh4,False,False
Sinai Arabic 324,ark:/21198/z12r5f5m,False,False
Sinai Arabic 495,ark:/21198/z1nk53fm,True,True
Sinai Syriac 143,ark:/21198/z1ww9652,True,True
Sinai Arabic 133,ark:/21198/z1c83zq6,True,True
Sinai Arabic 119,ark:/21198/z1h14qgc,True,True
Sinai Arabic 694,ark:/21198/z1xw6763,True,True
Sinai Arabic 691,ark:/21198/z12n6qp0,True,True
Sinai Arabic 68,ark:/21198/z1v42hm2,True,True
Sinai Syriac 24,ark:/21198/z14f3d5z,True,True
Sinai Arabic 479,ark:/21198/z11r8czx,True,True
Sinai Arabic 684,ark:/21198/z1qc1rxs,True,True
Sinai Arabic 690,ark:/21198/z16d7gf5,True,True
Sinai Arabic 679,ark:/21198/z1zw38bg,True,True
Sinai Arabic 484,ark:/21198/z1x36kxq,True,True
Sinai Syriac 26,ark:/21198/z1r51d8c,False,True
Sinai Arabic 268,ark:/21198/z1qj95sq,True,True
Sinai Arabic 491,ark:/21198/z1sb5v5z,True,True
Sinai Arabic 687,ark:/21198/z1km118r,False,False
Sinai Arabic 311,ark:/21198/z1b86xkt,False,False
Sinai Syriac 188,ark:/21198/z1hq5ndx,True,True
Sinai Arabic 674,ark:/21198/z13n3rvt,True,True
Sinai Arabic 689,ark:/21198/z1b29hr5,True,True
Sinai Syriac 29,ark:/21198/z1mg9bzd,False,False
Sinai Arabic 703,ark:/21198/z1pc4qtv,True,True
Sinai Arabic 688,ark:/21198/z1fv08hk,True,True
Sinai Arabic 317,ark:/21198/z16h65wx,True,True
Sinai Arabic 706,ark:/21198/z1961612,True,True
Sinai Syriac 171,ark:/21198/z1nc7pqx,True,True
Sinai Arabic 289,ark:/21198/z1g17p83,True,True
Sinai Syriac 198,ark:/21198/z1cz4wnr,False,False
Sinai Syriac 167,ark:/21198/z1s48fg3,True,True
Sinai Arabic 704,ark:/21198/z1jm404c,False,False
Sinai Arabic 705,ark:/21198/z1dv37br,True,True
Sinai Arabic 275,ark:/21198/z1ks8f1z,True,True
Sinai Syriac 12,ark:/21198/z15f0f9b,True,True
Sinai Syriac 204,ark:/21198/z18644w8,True,True
Sinai Arabic 206,ark:/21198/z1001qkk,True,True
Sinai Arabic 4,ark:/21198/z1989wgw,False,True
Sinai Arabic 561,ark:/21198/z1892vb2,True,True
Sinai Syriac 48,ark:/21198/z1gq8m73,True,True
Sinai Syriac 77,ark:/21198/z1bz7vgx,True,True
Sinai Syriac 249,ark:/21198/z10p2ngp,True,True
Sinai Arabic 566,ark:/21198/z14j23jt,True,True
Sinai Arabic 573,ark:/21198/z1w39jsb,True,True
Sinai Arabic 567,ark:/21198/z10w0288,True,True
Sinai Arabic 349,ark:/21198/z1z04xmb,True,True
Sinai Arabic 611,ark:/21198/z1c26jx0,True,True
Sinai Arabic 439,ark:/21198/z15h94q3,True,True
Sinai Syriac NF M 48,ark:/21198/z1pg529p,False,False
Sinai Arabic NF M 20,ark:/21198/z19d072m,False,False
Sinai Arabic NF M 22,ark:/21198/z15m9gbb,False,False
Sinai Arabic NF M 30,ark:/21198/z11v8qk5,False,False
Sinai Arabic NF M 31,ark:/21198/z1x3873k,False,False
Sinai Syriac NF M 58,ark:/21198/z11p19r2,False,False
Sinai Arabic NF M 42,ark:/21198/z1sb7gbd,False,False
Sinai Arabic NF M 43,ark:/21198/z1nk6qpk,False,False
Sinai Arabic NF M 55,ark:/21198/z1c56wdf,False,False
Sinai Arabic NF M 68,ark:/21198/z1kq1bs7,False,False
Sinai Arabic NF M 50,ark:/21198/z1w415xw,False,False
Sinai Arabic NF M 44,ark:/21198/z1hx4p9p,False,False
Sinai Arabic NF M 45,ark:/21198/z1d53xk8,False,False
Sinai Arabic NF M 51,ark:/21198/z1rc0f6k,False,False
Sinai Arabic NF M 47,ark:/21198/z14n2f52,False,False
Sinai Arabic NF M 53,ark:/21198/z1gx7n59,False,False
Sinai Arabic NF M 52,ark:/21198/z1mp8cv5,False,False
Sinai Arabic NF M 46,ark:/21198/z18d35vx,False,False
Sinai Syriac NF M 36,ark:/21198/z1b59vbz,False,False
Sinai Arabic NF M 63,ark:/21198/z13n5d07,False,False
Sinai Arabic NF M 62,ark:/21198/z17d64r0,False,False
Sinai Arabic NF M 48,ark:/21198/z10w1pcf,False,False
Sinai Arabic NF M 65,ark:/21198/z1v444sh,False,False
Sinai Arabic NF M 64,ark:/21198/z1zw4whj,False,False
Sinai Arabic NF M 70,ark:/21198/z1fz0m2x,False,False
Sinai Arabic NF M 67,ark:/21198/z1qg23hz,False,False
Sinai Arabic NF M 15,ark:/21198/z1rr3qbm,False,False
Sinai Syriac NF M 57,ark:/21198/z15f22gs,False,False
Sinai Syriac NF M 53,ark:/21198/z1962t47,False,False
Sinai Syriac NF M 47,ark:/21198/z1t75t2g,False,False
Sinai Syriac NF M 46,ark:/21198/z1xw7vf2,False,False
Sinai Syriac NF M 44,ark:/21198/z16d93mm,False,False
Sinai Syriac NF M 50,ark:/21198/z1jq49kz,False,False
Sinai Syriac NF M 51,ark:/21198/z1dz3jx4,False,False
Sinai Syriac NF M 45,ark:/21198/z12n8bvf,False,False
Sinai Arabic 25,ark:/21198/z1t16719,True,True
Sinai Arabic 18,ark:/21198/z1xs6ztt,True,True
Sinai Arabic 178,ark:/21198/z13b73jb,True,True
Sinai Arabic 422,ark:/21198/z1p56rx9,False,False
Sinai Arabic 231,ark:/21198/z1zk6m1m,True,True
Sinai Arabic 383,ark:/21198/z1sx7hm8,True,True
Sinai Arabic 354,ark:/21198/z1fn29m1,True,True
Sinai Arabic 368,ark:/21198/z12c02c2,True,True
Sinai Arabic 380,ark:/21198/z1xk9jx8,True,True
Sinai Arabic 132,ark:/21198/z1r224s4,False,True
Sinai Arabic 293,ark:/21198/z1tt5vbb,False,False
Sinai Arabic 91,ark:/21198/z1hh7pfg,True,True
Sinai Arabic 457,ark:/21198/z12j7g7m,True,True
Sinai Arabic 443,ark:/21198/z1jd617t,True,True
Sinai Arabic 333,ark:/21198/z1kd328v,False,False
Sinai Arabic 455,ark:/21198/z18w4hqg,True,True
Sinai Arabic 79,ark:/21198/z11k0f64,True,True
Sinai Arabic 87,ark:/21198/z1s195tm,True,True
Sinai Arabic 44,ark:/21198/z1jh4qjd,True,True
Sinai Arabic 108,ark:/21198/z1834wfh,True,True
Sinai Arabic 83,ark:/21198/z1ws9xmj,False,True
Sinai Arabic 294,ark:/21198/z1q53szb,False,False
Sinai Arabic 109,ark:/21198/z14b44rm,True,True
Sinai Arabic 137,ark:/21198/z1md03cs,True,True
Sinai Arabic 42,ark:/21198/z1p85g7p,True,True
Sinai Arabic 446,ark:/21198/z1dn58h3,False,False
Sinai Arabic 113,ark:/21198/z10k3d0v,True,True
Sinai Arabic 66,ark:/21198/z1931xh0,True,True
Sinai Arabic 139,ark:/21198/z1gm9bpz,True,True
Sinai Arabic 48,ark:/21198/z1dr3zwk,True,True
Sinai Arabic 102,ark:/21198/z1cv5n31,True,True
Sinai Arabic 116,ark:/21198/z1vt2wgq,True,True
Sinai Arabic 88,ark:/21198/z1n88f4r,True,True
Sinai Arabic 77,ark:/21198/z15b15vj,True,True
Sinai Arabic 173,ark:/21198/z1737vc1,True,True
Sinai Arabic 359,ark:/21198/z19w1jz6,False,False
Sinai Arabic 172,ark:/21198/z1bv8m20,True,True
Sinai Arabic 360,ark:/21198/z1640t4v,False,True
Sinai Arabic 623,ark:/21198/z1dv33k7,False,False
Sinai Syriac 256,ark:/21198/z1dn5pt3,True,True
Sinai Arabic 192,ark:/21198/z13r2bkx,False,False
Sinai Arabic 347,ark:/21198/z1gt75xb,True,True
Sinai Arabic 353,ark:/21198/z1c26f6b,True,True
Sinai Syriac 54,ark:/21198/z18359qf,True,True
Sinai Arabic 227,ark:/21198/z12r59fj,False,True
Sinai Arabic 24,ark:/21198/z1x655nt,True,True
Sinai Arabic 568,ark:/21198/z1pc4m53,True,True
Sinai Arabic 226,ark:/21198/z16h624t,True,True
Sinai Arabic 554,ark:/21198/z1xs7d4m,True,True
Sinai Syriac 41,ark:/21198/z1cv62dd,False,False
Sinai Arabic 191,ark:/21198/z17d4cxc,True,True
Sinai Arabic 344,ark:/21198/z1mk7xks,True,True
Sinai Arabic 556,ark:/21198/z1t45bth,True,False
Sinai Arabic 33,ark:/21198/z1sf4dzj,True,False
Sinai Syriac 254,ark:/21198/z1jd6fhc,True,True
Sinai Arabic 147,ark:/21198/z1rf7cr8,True,True
Sinai Arabic 341,ark:/21198/z1w10qm2,True,True
Sinai Arabic 234,ark:/21198/z1z04svt,True,True
Sinai Arabic 208,ark:/21198/z1v7139q,True,True
Sinai Arabic 181,ark:/21198/z1c554jr,True,True
Sinai Syriac 245,ark:/21198/z1sx7xwt,True,True
Sinai Arabic 342,ark:/21198/z1r8000g,True,True
Sinai Arabic 236,ark:/21198/z1t7423f,True,True
Sinai Arabic 223,ark:/21198/z1b583hq,True,True
Sinai Syriac 23,ark:/21198/z1ww92dj,False,False
Sinai Arabic 52,ark:/21198/z1hx2xb8,True,True
Sinai Arabic 46,ark:/21198/z1np3p4w,True,True
Sinai Arabic 523,ark:/21198/z1698n7w,True,True
Sinai Arabic 251,ark:/21198/z1dz1t3x,True,True
Sinai Syriac 36,ark:/21198/z1nc7jzd,True,True
Sinai Arabic 325,ark:/21198/z14j1zvt,True,True
Sinai Arabic 253,ark:/21198/z1989rrt,True,True
Sinai Syriac 154,ark:/21198/z17388nz,True,True
Sinai Syriac 168,ark:/21198/z1fn2qwk,True,True
Sinai Syriac 155,ark:/21198/z13f67cd,True,True
Sinai Syriac 141,ark:/21198/z1md0hps,True,True
Sinai Arabic 118,ark:/21198/z10z8n0f,True,True
Sinai Syriac 233,ark:/21198/z1xp8pn0,True,True
Sinai Arabic 256,ark:/21198/z15h911w,False,False
Sinai Arabic 530,ark:/21198/z12j7wh5,True,True
Sinai Syriac 151,ark:/21198/z1bv919g,True,True
Sinai Syriac 150,ark:/21198/z1gm9rzh,True,True
Sinai Arabic 257,ark:/21198/z11r8878,True,True
Sinai Arabic 321,ark:/21198/z1892qpw,True,True
Sinai Arabic 490,ark:/21198/z1qc1n64,False,True
Sinai Arabic 56,ark:/21198/z1d525m7,False,False
Sinai Syriac 33,ark:/21198/z1s489r1,False,False
Sinai Arabic 452,ark:/21198/z1zs4f63,True,True
Sinai Arabic 305,ark:/21198/z1ng68c4,True,True
Sinai Arabic 339,ark:/21198/z10s173f,True,True
Sinai Arabic 73,ark:/21198/z14n0p90,True,True
Sinai Syriac 163,ark:/21198/z1tx504b,True,True
Sinai Arabic 258,ark:/21198/z1x07rqf,True,True
Sinai Arabic 310,ark:/21198/z1d23gc5,False,False
Sinai Syriac 215,ark:/21198/z12f9671,True,True
Sinai Arabic 306,ark:/21198/z1ht471p,True,True
Sinai Arabic 500,ark:/21198/z1km0wkr,False,False
Sinai Syriac 161,ark:/21198/z1zp5qwq,True,True
Sinai Arabic 59,ark:/21198/z18d1dxz,True,True
Sinai Syriac 174,ark:/21198/z1669xxh,True,True
Sinai Arabic 461,ark:/21198/z1v13pjk,False,False
Sinai Arabic 677,ark:/21198/z1932bvt,False,True
Sinai Syriac 164,ark:/21198/z1q5479k,True,True
Sinai Syriac 11,ark:/21198/z11k0vjk,True,True
Sinai Syriac 39,ark:/21198/z1hm6t4r,True,True
Sinai Arabic 128,ark:/21198/z1w684hf,True,True
Sinai Arabic 300,ark:/21198/z1s7710h,True,True
Sinai Arabic 512,ark:/21198/z1fv04sh,True,True
Sinai Syriac 173,ark:/21198/z19w2080,True,True
Sinai Syriac 166,ark:/21198/z1kd3gkv,True,True
Sinai Arabic 513,ark:/21198/z1b29d02,False,False
Sinai Syriac 6,ark:/21198/z15b1m5z,True,True
Sinai Arabic 158,ark:/21198/z1mp6mzn,True,True
Sinai Arabic 428,ark:/21198/z13j4xnj,True,False
Sinai Arabic 212,ark:/21198/z1qg0bjj,True,True
Sinai Arabic 207,ark:/21198/z1001kwz,True,True
Sinai Syriac 276,ark:/21198/z1n60538,True,True
Sinai Syriac 262,ark:/21198/z1572wsp,True,True
Sinai Syriac 248,ark:/21198/z1p57656,True,True
Sinai Arabic 239,ark:/21198/z1jq2jqw,False,True
Sinai Arabic 238,ark:/21198/z1pg39cq,True,True
Sinai Arabic 416,ark:/21198/z1795pc8,True,True
Sinai Syriac 275,ark:/21198/z1rz0wqj,True,True
Sinai Arabic 166,ark:/21198/z1gx5w7b,True,True
Sinai Syriac 265,ark:/21198/z11g24z0,True,True
Sinai Syriac 73,ark:/21198/z1r518gd,True,True
Sinai Syriac 67,ark:/21198/z10p2hq5,False,False
Sinai Arabic 214,ark:/21198/z1kp9kt8,True,True
Sinai Arabic 17,ark:/21198/z11v6zq3,True,True
Sinai Syriac 72,ark:/21198/z1vx2195,True,True
Sinai Syriac 258,ark:/21198/z1903ngz,True,True
Sinai Syriac 272,ark:/21198/z1wq1nf8,False,False
Sinai Arabic 217,ark:/21198/z1fx8v69,True,True
Sinai Arabic 571,ark:/21198/z1jm3vdx,False,True
Sinai Syriac 59,ark:/21198/z14b4k21,False,False
Sinai Arabic 409,ark:/21198/z1fb6678,True,True
Sinai Arabic 408,ark:/21198/z1k087nm,True,True
Sinai Arabic 420,ark:/21198/z1223z2t,True,True
Sinai Syriac 269,ark:/21198/z1029vt3,True,True
Sinai Syriac 43,ark:/21198/z1cc241z,True,True
Sinai Arabic 581,ark:/21198/z1w96dgk,False,False
Sinai Arabic 32,ark:/21198/z1nz9bx3,True,True
Sinai Syriac 240,ark:/21198/z13v0mhm,True,True
Sinai Arabic 621,ark:/21198/z1rj5ntr,True,True
Sinai Arabic 143,ark:/21198/z1n029sk,True,True
Sinai Arabic 194,ark:/21198/z14181d9,True,True
Sinai Arabic 195,ark:/21198/z10878n4,True,False
Sinai Arabic 419,ark:/21198/z15t4pt8,False,True
Sinai Arabic 85,ark:/21198/z14x6c5h,True,True
Sinai Syriac 1B,ark:/21198/z1h42vts,True,True
Sinai Arabic 680,ark:/21198/z1mw3mg9,True,True
Sinai Arabic 441,ark:/21198/z1x93fkh,True,True
Sinai Arabic 496,ark:/21198/z1j39wv8,False,True
Sinai Arabic 508,ark:/21198/z1db957p,False,False
Sinai Arabic 252,ark:/21198/z1bk2gnx,True,True
Sinai Arabic 454,ark:/21198/z1sj2pw7,True,True
Sinai Arabic 695,ark:/21198/z11c315s,True,True
Sinai Arabic 295,ark:/21198/z1th9r01,False,False
Sinai Arabic 69,ark:/21198/z1df7vgc,True,True
Sinai Arabic 135,ark:/21198/z1wh3tbp,True,True
Sinai Arabic 43,ark:/21198/z1j68m63,True,True
Sinai Arabic 81,ark:/21198/z18p73vc,True,True
Sinai Syriac 240,ark:/21198/z1g74j2p,True,True
Sinai Arabic 532,ark:/21198/z14t7nnf,True,True
Sinai Arabic 136,ark:/21198/z1rr32h0,True,True
Sinai Arabic 265,ark:/21198/z132108g,True,True
Sinai Arabic 129,ark:/21198/z11849tz,True,True
Sinai Arabic 276,ark:/21198/z1z90gqw,True,True
Sinai Arabic 510,ark:/21198/z18k8ddm,True,True
Sinai Arabic 466,ark:/21198/z1ns1z88,True,True
Sinai Arabic 260,ark:/21198/z16t1r1z,True,True
Sinai Arabic 548,ark:/21198/z1126wx1,True,True
Sinai Arabic 367,ark:/21198/z1pr908p,False,False
Sinai Arabic 205,ark:/21198/z1qr61d2,True,False
Sinai Arabic 199,ark:/21198/z1vh6s4d,True,True
Sinai Syriac 271,ark:/21198/z1v99cfj,True,True
Sinai Arabic 229,ark:/21198/z1m058q3,True,True
Sinai Arabic 188,ark:/21198/z17q02r0,True,True
Sinai Arabic 149,ark:/21198/z1h71k28,True,True
Sinai Arabic 175,ark:/21198/z1cg0tdf,True,True
Sinai Arabic 411,ark:/21198/z19k5fkf,True,True
Sinai Syriac 105,ark:/21198/z17m1c7b,True,True
Sinai Arabic 193,ark:/21198/z1fj481q,True,True
Sinai Arabic 392,ark:/21198/z1st9fzn,True,True
Sinai Arabic 154,ark:/21198/z1k950r1,False,False
Sinai Syriac 247,ark:/21198/z1n31p5q,True,True
Sinai Arabic 356,ark:/21198/z12820qf,False,False
Sinai Arabic 431,ark:/21198/z1p28qb0,True,True
Sinai Arabic 481,ark:/21198/z1dj76t1,True,True
Sinai Arabic 292,ark:/21198/z1612rfs,True,True
Sinai Arabic 125,ark:/21198/z1zg8jc0,False,True
Sinai Syriac 223,ark:/21198/z1rv2dzm,True,True
Sinai Arabic 138,ark:/21198/z1q25rdg,True,True
Sinai Syriac 206,ark:/21198/z1wm35k0,False,False
Sinai Arabic 114,ark:/21198/z13791v8,True,True
Sinai Syriac 205,ark:/21198/z1184zp1,True,True
Sinai Arabic 103,ark:/21198/z1709sm2,True,True
Sinai Syriac 101,ark:/21198/z1515qbv,True,True
Sinai Arabic 549,ark:/21198/z18s6g1t,True,True
Sinai Arabic 13,ark:/21198/z1tq7srm,True,True
Sinai Arabic 358,ark:/21198/z1xh1hbh,True,True
Sinai Arabic 202,ark:/21198/z19s3h6n,True,True
Sinai Arabic 438,ark:/21198/z1j97zm8,True,True
Sinai Arabic 179,ark:/21198/z1tb2b88,False,False
Sinai Syriac 97,ark:/21198/z12j7g5q,True,True
Sinai Arabic 569,ark:/21198/z1863krg,False,False
Sinai Arabic 596,ark:/21198/z1w10975,False,False
Sinai Arabic 391,ark:/21198/z17d3zj3,False,True
Sinai Arabic 387,ark:/21198/z1c54q6x,False,False
Sinai Arabic 594,ark:/21198/z10p23cq,True,False
Sinai Arabic 423,ark:/21198/z1dz1cqm,True,True
Sinai Syriac 95,ark:/21198/z1669hk2,True,True
Sinai Arabic 396,ark:/21198/z1zw2q74,True,True
Sinai Arabic 397,ark:/21198/z1v41zhq,True,True
Sinai Syriac 84,ark:/21198/z1q82hgd,True,True
Sinai Arabic 142,ark:/21198/z1b86cgv,True,False
Sinai Arabic 626,ark:/21198/z1r79jm7,True,True
Sinai Syriac 86,ark:/21198/z1kh1rnb,True,True
Sinai Syriac 45,ark:/21198/z1zs40v7,True,True
Sinai Arabic 395,ark:/21198/z13n36rv,True,True
Sinai Syriac 87,ark:/21198/z1fr10x0,True,True
Sinai Arabic 683,ark:/21198/z1gq8227,False,False
Sinai Arabic 456,ark:/21198/z1960mwv,True,True
Sinai Arabic 53,ark:/21198/z11v6jb6,True,True
Sinai Syriac 195,ark:/21198/z190375z,True,True
Sinai Arabic 331,ark:/21198/z10v9h5c,True,True
Sinai Syriac 234,ark:/21198/z10k3cz0,True,True
Sinai Syriac 220,ark:/21198/z1834wcm,True,True
Sinai Arabic 127,ark:/21198/z1g1744p,True,True
Sinai Syriac 183,ark:/21198/z1t1670v,True,True
Sinai Arabic 290,ark:/21198/z15m792x,True,True
Sinai Arabic 93,ark:/21198/z1029vvj,False,False
Sinai Syriac 182,ark:/21198/z1hq53bd,True,True
Sinai Arabic 483,ark:/21198/z16d6xc8,False,False
Sinai Arabic 326,ark:/21198/z18d10pv,True,True
Sinai Arabic 685,ark:/21198/z15d9w6f,True,True
Sinai Arabic 336,ark:/21198/z10v9h6t,True,True
Sinai Syriac 186,ark:/21198/z1863ksx,True,True
Sinai Arabic 281,ark:/21198/z1f20336,True,True
Sinai Arabic 492,ark:/21198/z12n65mg,True,True
Sinai Syriac 232,ark:/21198/z13j4hbj,True,True
Sinai Arabic 121,ark:/21198/z16m4b5v,True,True
Sinai Arabic 686,ark:/21198/z11n94hj,False,False
Sinai Arabic 309,ark:/21198/z1nk4jd5,True,True
Sinai Arabic 80,ark:/21198/z1x64r8j,True,True
Sinai Arabic 283,ark:/21198/z19c81s7,True,True
Sinai Syriac 184,ark:/21198/z1cz4bjs,True,True
Sinai Arabic 334,ark:/21198/z14n081f,True,True
Sinai Syriac 219,ark:/21198/z1766jp0,True,True
Sinai Arabic 678,ark:/21198/z1960mx9,True,True
Sinai Syriac 214,ark:/21198/z1mg8swh,True,True
Sinai Arabic 271,ark:/21198/z1jt0tsc,True,True
Sinai Arabic 503,ark:/21198/z1xw5p5n,True,True
Sinai Syriac 189,ark:/21198/z14f2v32,True,True
Sinai Arabic 99,ark:/21198/z1g1746k,True,True
Sinai Arabic 264,ark:/21198/z1pk1kgn,True,True
Sinai Arabic 476,ark:/21198/z1b57p5w,False,True
Sinai Arabic 304,ark:/21198/z1sb593f,False,False
Sinai Syriac 217,ark:/21198/z1bz79cz,True,True
Sinai Arabic 312,ark:/21198/z1hx2h18,True,False
Sinai Arabic 71,ark:/21198/z1sf40j6,False,False
Sinai Syriac 216,ark:/21198/z1gq823p,True,True
Sinai Arabic 303,ark:/21198/z1x361v6,True,True
Sinai Arabic 75,ark:/21198/z1hx2gzz,True,True
Sinai Arabic 538,ark:/21198/z1pg2w47,False,True
Sinai Arabic 302,ark:/21198/z11v6jd3,True,True
Sinai Syriac 207,ark:/21198/z10s0sr6,True,True
Sinai Syriac 2a,ark:/21198/z1x07bdf,True,True
Sinai Syriac 211,ark:/21198/z1r79jnp,True,True
Sinai Arabic 506,ark:/21198/z1t73mt3,True,True
Sinai Arabic 89,ark:/21198/z1np37q4,True,True
Sinai Arabic 315,ark:/21198/z1d51rb9,True,True
Sinai Arabic 301,ark:/21198/z15m794t,True,True
Sinai Syriac 210,ark:/21198/z1w10992,True,True
Sinai Syriac 238,ark:/21198/z1zs40x4,True,True
Sinai Arabic 117,ark:/21198/z1b86cjr,True,True
Sinai Arabic 170,ark:/21198/z1z3333b,True,True
Sinai Arabic 400,ark:/21198/z1gx5fxx,True,True
Sinai Arabic 398,ark:/21198/z1mp66m6,True,True
Sinai Arabic 373,ark:/21198/z1rb880h,True,True
Sinai Arabic 401,ark:/21198/z1c54q8t,True,True
Sinai Arabic 417,ark:/21198/z1fx8dww,True,True
Sinai Arabic 365,ark:/21198/z1w390pc,True,True
Sinai Arabic 403,ark:/21198/z13n36s9,True,True
Sinai Syriac 88,ark:/21198/z1ng5v2r,True,True
Sinai Arabic 402,ark:/21198/z17d3zkj,False,False
Sinai Arabic 176,ark:/21198/z1tb2b9q,True,True
Sinai Arabic 162,ark:/21198/z12v3kh1,True,True
Sinai Arabic 412,ark:/21198/z1kp95jq,True,True
Sinai Arabic 406,ark:/21198/z1v41zkm,False,True
Sinai Arabic 407,ark:/21198/z1qf9x7m,True,True
Sinai Arabic 405,ark:/21198/z1zw2q8k,True,True
Sinai Syriac 70,ark:/21198/z1s76kq5,True,False
Sinai Arabic 570,ark:/21198/z1dz1cr2,False,True
Sinai Arabic 558,ark:/21198/z1jq24fb,True,True
Sinai Syriac 109,ark:/21198/z10590kn,True,True
Sinai Syriac 121,ark:/21198/z12z2q69,True,True
Sinai Syriac 135,ark:/21198/z1f77x8r,True,True
Sinai Syriac 243,ark:/21198/z17h337r,True,True
Sinai Syriac 241,ark:/21198/z1c83tzp,True,True
Sinai Syriac 123,ark:/21198/z1tf1g1f,True,True
Sinai Syriac 137,ark:/21198/z15q6drs,True,True
Sinai Syriac 136,ark:/21198/z19g75hz,True,True
Sinai Syriac 122,ark:/21198/z1z626q9,True,True
Sinai Syriac 56,ark:/21198/z1wd5j69,False,False
Sinai Syriac 250,ark:/21198/z13r2bjg,True,False
Sinai Syriac 85,ark:/21198/z1mw41sp,True,True
Sinai Syriac 132,ark:/21198/z1k08nzm,True,True
Sinai Syriac 90,ark:/21198/z1h43951,True,True
Sinai Syriac 92,ark:/21198/z1cc2jdv,True,True
Sinai Syriac 119,ark:/21198/z16q3fz2,True,True
Sinai Syriac 118,ark:/21198/z1bg46rp,True,True
Sinai Syriac 252,ark:/21198/z1001kvh,True,True
Sinai Syriac 221,ark:/21198/z10z8mzk,True,True
Sinai Syriac 142,ark:/21198/z1x655mc,True,True
Sinai Syriac 222,ark:/21198/z1w684g0,True,True
Sinai Syriac 140,ark:/21198/z11z5p2x,True,True
Sinai Syriac 9,ark:/21198/z18k8ttz,True,False
Sinai Syriac 25,ark:/21198/z14x6sgh,True,True
Sinai Syriac 224,ark:/21198/z1rj636f,True,True
Sinai Syriac 32,ark:/21198/z11561rg,True,True
Sinai Syriac 146,ark:/21198/z1sf4dx3,True,True
Sinai Syriac 147,ark:/21198/z1ns2cm3,True,True
Sinai Syriac 225,ark:/21198/z1ms5bh5,True,True
Sinai Syriac 200,ark:/21198/z14q9cmd,False,True
Sinai Syriac 162,ark:/21198/z1d80w3g,True,True
Sinai Syriac 148,ark:/21198/z1j11mx4,True,True
Sinai Syriac 239,ark:/21198/z1h14kpd,True,True
Sinai Syriac 199,ark:/21198/z18h04bp,True,True
Sinai Syriac 263,ark:/21198/z1v99ss0,True,True
Sinai Syriac 115,ark:/21198/z1kw70rn,True,True
Sinai Syriac 128,ark:/21198/z1pp0qd2,True,True
Sinai Syriac 100,ark:/21198/z13x9rb4,True,True
Sinai Syriac 114,ark:/21198/z1qn7rfj,True,True
