File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source
Masters/sinaimasters/ara/arabic_0530/sld_arb0530_0001_a_1.tif,1,sinai,Front Board Outside,Front matter,,ark:/21198/z12j7wh5,ark:/21198/z12j7wh5/s493kq70,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 530
Masters/sinaimasters/ara/arabic_0530/sld_arb0530_0002_b_000.tif,2,sinai,Front Board Inside,Front matter,,ark:/21198/z12j7wh5,ark:/21198/z12j7wh5/4n45sx6q,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 530
Masters/sinaimasters/ara/arabic_0530/sld_arb0530_0003_f_001r.tif,3,sinai,f. 001r,Text,,ark:/21198/z12j7wh5,ark:/21198/z12j7wh5/b792vd97,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 530
Masters/sinaimasters/ara/arabic_0530/sld_arb0530_0004_f_001v.tif,4,sinai,f. 001v,Text,,ark:/21198/z12j7wh5,ark:/21198/z12j7wh5/gq691w2p,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 530
Masters/sinaimasters/ara/arabic_0530/sld_arb0530_0005_f_002r.tif,5,sinai,f. 002r,Text,,ark:/21198/z12j7wh5,ark:/21198/z12j7wh5/tg124q0g,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 530
Masters/sinaimasters/ara/arabic_0530/sld_arb0530_0006_f_002v.tif,6,sinai,f. 002v,Text,,ark:/21198/z12j7wh5,ark:/21198/z12j7wh5/d9441f5j,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 530
Masters/sinaimasters/ara/arabic_0530/sld_arb0530_0007_f_003r.tif,7,sinai,f. 003r,Text,,ark:/21198/z12j7wh5,ark:/21198/z12j7wh5/cj51t20h,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 530
Masters/sinaimasters/ara/arabic_0530/sld_arb0530_0008_f_003v.tif,8,sinai,f. 003v,Text,,ark:/21198/z12j7wh5,ark:/21198/z12j7wh5/9t17v10w,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 530
Masters/sinaimasters/ara/arabic_0530/sld_arb0530_0009_f_004r.tif,9,sinai,f. 004r,Text,,ark:/21198/z12j7wh5,ark:/21198/z12j7wh5/8s09jj3p,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 530
Masters/sinaimasters/ara/arabic_0530/sld_arb0530_0010_f_004v.tif,10,sinai,f. 004v,Text,,ark:/21198/z12j7wh5,ark:/21198/z12j7wh5/jz62vt7z,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 530
