File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source
Masters/sinaimasters/syr/syriac_0265/sld_syr0265_0001_a_1.tif,1,sinai,Front Board Outside,Front matter,,ark:/21198/z11g24z0,ark:/21198/z11g24z0/jd609n23,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 265
Masters/sinaimasters/syr/syriac_0265/sld_syr0265_0002_b_000.tif,2,sinai,Front Board Inside,Front matter,,ark:/21198/z11g24z0,ark:/21198/z11g24z0/nb48875j,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 265
Masters/sinaimasters/syr/syriac_0265/sld_syr0265_0003_f_001r.tif,3,sinai,f. 001r,Text,,ark:/21198/z11g24z0,ark:/21198/z11g24z0/rn82zb7x,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 265
Masters/sinaimasters/syr/syriac_0265/sld_syr0265_0004_f_001v.tif,4,sinai,f. 001v,Text,,ark:/21198/z11g24z0,ark:/21198/z11g24z0/bc90kv13,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 265
Masters/sinaimasters/syr/syriac_0265/sld_syr0265_0005_f_002r.tif,5,sinai,f. 002r,Text,,ark:/21198/z11g24z0,ark:/21198/z11g24z0/9p667441,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 265
Masters/sinaimasters/syr/syriac_0265/sld_syr0265_0006_f_002v.tif,6,sinai,f. 002v,Text,,ark:/21198/z11g24z0,ark:/21198/z11g24z0/7r14w792,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 265
Masters/sinaimasters/syr/syriac_0265/sld_syr0265_0007_f_003r.tif,7,sinai,f. 003r,Text,,ark:/21198/z11g24z0,ark:/21198/z11g24z0/bx91q89w,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 265
Masters/sinaimasters/syr/syriac_0265/sld_syr0265_0008_f_003v.tif,8,sinai,f. 003v,Text,,ark:/21198/z11g24z0,ark:/21198/z11g24z0/1v32419w,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 265
Masters/sinaimasters/syr/syriac_0265/sld_syr0265_0009_f_004r.tif,9,sinai,f. 004r,Text,,ark:/21198/z11g24z0,ark:/21198/z11g24z0/kw69rz80,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 265
Masters/sinaimasters/syr/syriac_0265/sld_syr0265_0010_f_004v.tif,10,sinai,f. 004v,Text,,ark:/21198/z11g24z0,ark:/21198/z11g24z0/5950qb81,Page,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 265
