File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/qt11s977
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/t4076d4x
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/2s58k057
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/r1808z3x
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/5n205c2t
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/5k10zd3k
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/s780v55z
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/84838h2z
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/v809vz2v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/sc71tz3v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0011_f_005r.tif,11,discovery,f. 005r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/r007zh86
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/dd73v54d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/zh64ff5b
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0014_f_006v.tif,14,discovery,f. 006v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/rb80146k
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0015_f_007r.tif,15,discovery,f. 007r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/j959mh3t
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0016_f_007v.tif,16,discovery,f. 007v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/k571gj7b
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0017_f_008r.tif,17,discovery,f. 008r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/dn54vs55
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0018_f_008v.tif,18,discovery,f. 008v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/d909cd1g
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0019_f_009r.tif,19,discovery,f. 009r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/29862g4s
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0020_f_009v.tif,20,discovery,f. 009v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/4578qz8p
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0021_f_010r.tif,21,discovery,f. 010r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/jr06fr4g
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0022_f_010v.tif,22,discovery,f. 010v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/7g41v66q
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0023_f_011r.tif,23,discovery,f. 011r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/vr37kf4h
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0024_f_011v.tif,24,discovery,f. 011v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/bf02sm9z
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0025_f_012r.tif,25,discovery,f. 012r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/6g16k14p
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0026_f_012v.tif,26,discovery,f. 012v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/hk437q53
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0027_f_013r.tif,27,discovery,f. 013r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/g195vf71
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0028_f_013v.tif,28,discovery,f. 013v,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/7573pt4g
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Syriac 207
Masters/sinaimasters/syr/syriac_0207/sld_syr0207_0029_f_014r.tif,29,discovery,f. 014r,Text,,ark:/21198/z10s0sr6,ark:/21198/z10s0sr6/m239v80z
