File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/qb22cd83
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/vv64314t
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/f554t50j
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0014_f_006v.tif,14,discovery,f. 006v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/2b72m76w
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0015_f_007r.tif,15,discovery,f. 007r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/nc51ds22
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0016_f_007v.tif,16,discovery,f. 007v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/pp106j5g
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0017_f_008r.tif,17,discovery,f. 008r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/cx48vr7n
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0018_f_008v.tif,18,discovery,f. 008v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/h084nz5q
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0019_f_009r.tif,19,discovery,f. 009r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/ms26mj6p
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0020_f_009v.tif,20,discovery,f. 009v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/nx64t46q
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0021_f_010r.tif,21,discovery,f. 010r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/8292k377
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0022_f_010v.tif,22,discovery,f. 010v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/jg74wb4v
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0023_f_011r.tif,23,discovery,f. 011r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/2723xp8s
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0024_f_011v.tif,24,discovery,f. 011v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/n936bj5d
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0025_f_012r.tif,25,discovery,f. 012r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/s3959h29
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0026_f_012v.tif,26,discovery,f. 012v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/n2709f8k
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0027_f_013r.tif,27,discovery,f. 013r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/t205bn41
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0028_f_013v.tif,28,discovery,f. 013v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/7q65px43
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0029_f_014r.tif,29,discovery,f. 014r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/8x91fh7s
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0030_f_014v.tif,30,discovery,f. 014v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/b776s14b
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0031_f_015r.tif,31,discovery,f. 015r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/8d46hj01
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0032_f_015v.tif,32,discovery,f. 015v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/v4685c5j
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0033_f_016r.tif,33,discovery,f. 016r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/w242hx3d
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0034_f_016v.tif,34,discovery,f. 016v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/c263x372
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0035_f_017r.tif,35,discovery,f. 017r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/58913v9v
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0036_f_017v.tif,36,discovery,f. 017v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/rn76kp0r
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0037_f_018r.tif,37,discovery,f. 018r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/qn710n4h
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0038_f_018v.tif,38,discovery,f. 018v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/85203g10
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0039_f_019r.tif,39,discovery,f. 019r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/4f200x2v
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0040_f_019v.tif,40,discovery,f. 019v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/4758v79q
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0041_f_020r.tif,41,discovery,f. 020r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/3092zj2j
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0042_f_020v.tif,42,discovery,f. 020v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/q240r073
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0043_f_021r.tif,43,discovery,f. 021r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/zc96hx87
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0044_f_021v.tif,44,discovery,f. 021v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/2x17z11g
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0045_f_022r.tif,45,discovery,f. 022r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/cv71sj4k
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0046_f_022v.tif,46,discovery,f. 022v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/pf436w3w
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0047_f_023r.tif,47,discovery,f. 023r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/kr28ps05
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0048_f_023v.tif,48,discovery,f. 023v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/3g328717
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0049_f_024r.tif,49,discovery,f. 024r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/qn990j8k
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0050_f_024v.tif,50,discovery,f. 024v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/1z15w046
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0051_f_025r.tif,51,discovery,f. 025r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/88458c66
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0052_f_025v.tif,52,discovery,f. 025v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/zn75w64s
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0053_f_026r.tif,53,discovery,f. 026r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/8m48513w
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0054_f_026v.tif,54,discovery,f. 026v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/p895mp7h
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0055_f_027r.tif,55,discovery,f. 027r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/np22xh5r
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0056_f_027v.tif,56,discovery,f. 027v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/dr270q4b
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0057_f_028r.tif,57,discovery,f. 028r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/rd06p105
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0058_f_028v.tif,58,discovery,f. 028v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/3x63rh8v
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0059_f_029r.tif,59,discovery,f. 029r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/qg68vr95
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0060_f_029v.tif,60,discovery,f. 029v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/nz15wc6s
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0061_f_030r.tif,61,discovery,f. 030r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/5b966d16
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0062_f_030v.tif,62,discovery,f. 030v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/s506j54z
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0063_f_031r.tif,63,discovery,f. 031r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/r584bs7j
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0064_f_031v.tif,64,discovery,f. 031v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/5072bf8f
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0065_f_032r.tif,65,discovery,f. 032r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/kj964d40
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0066_f_032v.tif,66,discovery,f. 032v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/6914n42g
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0067_f_033r.tif,67,discovery,f. 033r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/w274cq32
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0068_f_033v.tif,68,discovery,f. 033v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/p512z12r
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0069_f_034r.tif,69,discovery,f. 034r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/tq18mm8v
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0070_f_034v.tif,70,discovery,f. 034v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/9c99zf3g
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0071_f_035r.tif,71,discovery,f. 035r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/c126m136
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0072_f_035v.tif,72,discovery,f. 035v,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/j611fg4c
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 403
Masters/sinaimasters/ara/arabic_0403/sld_arb0403_0073_f_036r.tif,73,discovery,f. 036r,Text,,ark:/21198/z13n36s9,ark:/21198/z13n36s9/ds37z69d
