File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/x868p65t
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/kb90xf3n
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/0252fz1n
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0014_f_006v.tif,14,discovery,f. 006v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/9064575r
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0015_f_007r.tif,15,discovery,f. 007r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/4n24z38q
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0016_f_007v.tif,16,discovery,f. 007v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/3b36n95s
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0017_f_008r.tif,17,discovery,f. 008r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/9k32th8n
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0018_f_008v.tif,18,discovery,f. 008v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/4q09h60k
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0019_f_009r.tif,19,discovery,f. 009r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/c401w38b
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0020_f_009v.tif,20,discovery,f. 009v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/tw68bx29
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0021_f_010r.tif,21,discovery,f. 010r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/nz90v50f
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0022_f_010v.tif,22,discovery,f. 010v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/2849n71v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0023_f_011r.tif,23,discovery,f. 011r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/zg97b381
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0024_f_011v.tif,24,discovery,f. 011v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/9f25bs99
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0025_f_012r.tif,25,discovery,f. 012r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/jf040959
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0026_f_012v.tif,26,discovery,f. 012v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/vk13gv4h
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0027_f_013r.tif,27,discovery,f. 013r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/qn965p7n
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0028_f_013v.tif,28,discovery,f. 013v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/dz255k3d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0029_f_014r.tif,29,discovery,f. 014r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/fj16vd9d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0030_f_014v.tif,30,discovery,f. 014v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/4610hc2n
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0031_f_015r.tif,31,discovery,f. 015r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/1m715q41
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0032_f_015v.tif,32,discovery,f. 015v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/cv09kf66
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0033_f_016r.tif,33,discovery,f. 016r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/1913bx9j
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0034_f_016v.tif,34,discovery,f. 016v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/kp06m111
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0035_f_017r.tif,35,discovery,f. 017r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/22242g9w
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0036_f_017v.tif,36,discovery,f. 017v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/g366rv2s
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0037_f_018r.tif,37,discovery,f. 018r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/qk243b39
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0038_f_018v.tif,38,discovery,f. 018v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/j437280q
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0039_f_019r.tif,39,discovery,f. 019r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/54627z8r
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0040_f_019v.tif,40,discovery,f. 019v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/dq26sd02
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0041_f_020r.tif,41,discovery,f. 020r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/3p799j9q
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0042_f_020v.tif,42,discovery,f. 020v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/00459d51
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0043_f_021r.tif,43,discovery,f. 021r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/m6433c79
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0044_f_021v.tif,44,discovery,f. 021v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/qr11nb7f
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0045_f_022r.tif,45,discovery,f. 022r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/39736c7n
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0046_f_022v.tif,46,discovery,f. 022v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/6b315w8q
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0047_f_023r.tif,47,discovery,f. 023r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/8t14cj3q
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0048_f_023v.tif,48,discovery,f. 023v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/7401gg2k
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0049_f_024r.tif,49,discovery,f. 024r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/8v85st94
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0050_f_024v.tif,50,discovery,f. 024v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/5s68mc0n
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0051_f_025r.tif,51,discovery,f. 025r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/7r12sx35
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0052_f_025v.tif,52,discovery,f. 025v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/bw576z4x
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0053_f_026r.tif,53,discovery,f. 026r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/cv24q50b
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0054_f_026v.tif,54,discovery,f. 026v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/tk308n98
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0055_f_027r.tif,55,discovery,f. 027r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/s874dh02
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0056_f_027v.tif,56,discovery,f. 027v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/8k74r96f
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0057_f_028r.tif,57,discovery,f. 028r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/q558tm52
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0058_f_028v.tif,58,discovery,f. 028v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/c697h35d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0059_f_029ar.tif,59,discovery,f. 029ar,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/15935619
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0060_f_029av.tif,60,discovery,f. 029av,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/b4994056
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0061_f_029br.tif,61,discovery,f. 029br,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/nr937601
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0062_f_029bv.tif,62,discovery,f. 029bv,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/6931236k
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0063_f_030r.tif,63,discovery,f. 030r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/m893jc4s
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0064_f_030v.tif,64,discovery,f. 030v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/4669s68g
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0065_f_031r.tif,65,discovery,f. 031r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/3h61c24p
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0066_f_031v.tif,66,discovery,f. 031v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/f4445k30
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0067_f_032r.tif,67,discovery,f. 032r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/jd99j00t
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0068_f_032v.tif,68,discovery,f. 032v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/h9926w7d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0069_f_033r.tif,69,discovery,f. 033r,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/6m67v40p
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
Masters/sinaimasters/ara/arabic_0400/sld_arb0400_0070_f_033v.tif,70,discovery,f. 033v,Text,,ark:/21198/z1gx5fxx,ark:/21198/z1gx5fxx/hj47mp8v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 400
