File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/fg67gn44
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/0439vb6s
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/ff767j53
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0014_f_006v.tif,14,discovery,f. 006v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/z629554g
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0015_f_007r.tif,15,discovery,f. 007r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/1v53k50n
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0016_f_007v.tif,16,discovery,f. 007v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/6z34q08p
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0017_f_008r.tif,17,discovery,f. 008r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/3x240s6b
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0018_f_008v.tif,18,discovery,f. 008v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/gx93mj4c
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0019_f_009r.tif,19,discovery,f. 009r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/v169vt7k
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0020_f_009v.tif,20,discovery,f. 009v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/x999v794
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0021_f_010r.tif,21,discovery,f. 010r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/rz748w76
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0022_f_010v.tif,22,discovery,f. 010v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/1d440c2f
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0023_f_011r.tif,23,discovery,f. 011r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/2j261374
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0024_f_011v.tif,24,discovery,f. 011v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/4553pc1b
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0025_f_012r.tif,25,discovery,f. 012r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/4x211q9h
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0026_f_012v.tif,26,discovery,f. 012v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/n1523s5p
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0027_f_013r.tif,27,discovery,f. 013r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/bc87227g
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0028_f_013v.tif,28,discovery,f. 013v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/xx993g0n
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0029_f_014r.tif,29,discovery,f. 014r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/4z78p309
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0030_f_014v.tif,30,discovery,f. 014v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/bk57v873
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0031_f_015r.tif,31,discovery,f. 015r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/7753h57c
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0032_f_015v.tif,32,discovery,f. 015v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/x880mw78
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0033_f_016r.tif,33,discovery,f. 016r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/wx60pr88
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0034_f_016v.tif,34,discovery,f. 016v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/cg24v84k
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0035_f_017r.tif,35,discovery,f. 017r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/vs60fk23
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0036_f_017v.tif,36,discovery,f. 017v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/j935rv78
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0037_f_018r.tif,37,discovery,f. 018r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/p932wb7m
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0038_f_018v.tif,38,discovery,f. 018v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/v596pk4n
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0039_f_019r.tif,39,discovery,f. 019r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/rc496919
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0040_f_019v.tif,40,discovery,f. 019v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/df732r89
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0041_f_020r.tif,41,discovery,f. 020r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/ts00k47m
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0042_f_020v.tif,42,discovery,f. 020v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/hw27z29g
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0043_f_021r.tif,43,discovery,f. 021r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/9t59qv0h
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0044_f_021v.tif,44,discovery,f. 021v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/3c14fn8m
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0045_f_022r.tif,45,discovery,f. 022r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/bj92pc15
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0046_f_022v.tif,46,discovery,f. 022v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/h8426d4g
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0047_f_023r.tif,47,discovery,f. 023r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/n404jj1m
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0048_f_023v.tif,48,discovery,f. 023v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/6r95gg8w
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0049_f_024r.tif,49,discovery,f. 024r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/6t491731
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0050_f_024v.tif,50,discovery,f. 024v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/h274h561
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0051_f_025r.tif,51,discovery,f. 025r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/ws502g9v
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0052_f_025v.tif,52,discovery,f. 025v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/xh28692b
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0053_f_026r.tif,53,discovery,f. 026r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/2328rm2b
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0054_f_026v.tif,54,discovery,f. 026v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/f893nb2h
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0055_f_027r.tif,55,discovery,f. 027r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/fb472f56
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0056_f_027v.tif,56,discovery,f. 027v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/4f22ft65
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0057_f_028r.tif,57,discovery,f. 028r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/d3695f27
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0058_f_028v.tif,58,discovery,f. 028v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/hf33ts3j
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0059_f_029r.tif,59,discovery,f. 029r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/sd50xr02
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0060_f_029v.tif,60,discovery,f. 029v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/nv384t7g
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0061_f_030r.tif,61,discovery,f. 030r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/zz38cq5f
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0062_f_030v.tif,62,discovery,f. 030v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/bx487k75
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0063_f_031r.tif,63,discovery,f. 031r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/jm177p6w
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0064_f_031v.tif,64,discovery,f. 031v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/qg363307
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0065_f_032r.tif,65,discovery,f. 032r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/p269bc03
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0066_f_032v.tif,66,discovery,f. 032v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/qb68v813
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0067_f_033r.tif,67,discovery,f. 033r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/cr08hc28
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0068_f_033v.tif,68,discovery,f. 033v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/z937rj87
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0069_f_034r.tif,69,discovery,f. 034r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/j535s805
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0070_f_034v.tif,70,discovery,f. 034v,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/wv627g30
",Pages,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 309
Masters/sinaimasters/ara/arabic_0309/sld_arb0309_0071_f_035r.tif,71,discovery,f. 035r,Text,,ark:/21198/z1nk4jd5,ark:/21198/z1nk4jd5/hr812h3q
