File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/3717wd4r
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/7979zr7g
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0003_f_002r.tif,3,discovery,f. 002r,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/3d73nj4k
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0004_f_002v.tif,4,discovery,f. 002v,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/9107547q
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0005_f_003r.tif,5,discovery,f. 003r,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/q8959810
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0006_f_003v.tif,6,discovery,f. 003v,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/5835pc0q
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0007_f_004r.tif,7,discovery,f. 004r,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/nk21zs3f
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0008_f_004v.tif,8,discovery,f. 004v,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/tn383x0r
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0009_f_005r.tif,9,discovery,f. 005r,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/x9399c2t
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0010_f_005v.tif,10,discovery,f. 005v,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/h355mc96
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0011_f_006r.tif,11,discovery,f. 006r,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/0r206s9h
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0012_f_006v.tif,12,discovery,f. 006v,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/nh99t00z
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0013_f_007r.tif,13,discovery,f. 007r,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/cp97gg0w
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0014_f_007v.tif,14,discovery,f. 007v,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/vr62c157
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0015_f_008r.tif,15,discovery,f. 008r,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/cn234k0r
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0016_f_008v.tif,16,discovery,f. 008v,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/r1004v3d
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0017_f_009r.tif,17,discovery,f. 009r,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/t559tw2b
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0018_f_009v.tif,18,discovery,f. 009v,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/q364zp6c
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0019_f_010r.tif,19,discovery,f. 010r,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/x855kd62
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
Masters/sinaimasters/ara/arabic_0678/sld_arb0678_0020_f_010v.tif,20,discovery,f. 010v,Text,,ark:/21198/z1960mx9,ark:/21198/z1960mx9/7g695206
",Page,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 678
