File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/m686482j
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/6609d23q
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/sk58708v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/dw08387q
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/rs69gb1r
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/gd34jk9g
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/5x86n673
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/ss40sd0x
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/6b88m029
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/sp27wh54
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0011_f_005r.tif,11,discovery,f. 005r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/0z25sm18
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/qr05cg0g
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/s147gj2v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0014_f_006v.tif,14,discovery,f. 006v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/8481qx03
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0015_f_007r.tif,15,discovery,f. 007r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/ps80xg5n
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0016_f_007v.tif,16,discovery,f. 007v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/9m554s1r
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0017_f_008r.tif,17,discovery,f. 008r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/1c593261
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0018_f_008v.tif,18,discovery,f. 008v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/3q42wk72
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0019_f_009r.tif,19,discovery,f. 009r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/1f68jn46
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0020_f_009v.tif,20,discovery,f. 009v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/5t14d28z
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0021_f_010r.tif,21,discovery,f. 010r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/gk400627
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0022_f_010v.tif,22,discovery,f. 010v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/hv80cd2s
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0023_f_011r.tif,23,discovery,f. 011r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/0501k724
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0024_f_011v.tif,24,discovery,f. 011v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/jt52z574
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0025_f_012r.tif,25,discovery,f. 012r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/nt34x29r
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0026_f_012v.tif,26,discovery,f. 012v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/kd78nh8b
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0027_f_013r.tif,27,discovery,f. 013r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/m670xb36
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0028_f_013v.tif,28,discovery,f. 013v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/z544j81b
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0029_f_014r.tif,29,discovery,f. 014r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/tb91qs4w
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0030_f_014v.tif,30,discovery,f. 014v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/5w59326h
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0031_f_015r.tif,31,discovery,f. 015r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/h494r54t
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0032_f_015v.tif,32,discovery,f. 015v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/3m64j406
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0033_f_016r.tif,33,discovery,f. 016r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/bz593h5s
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0034_f_016v.tif,34,discovery,f. 016v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/xq64wj5j
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0035_f_017r.tif,35,discovery,f. 017r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/7x21rq2d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0036_f_017v.tif,36,discovery,f. 017v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/5f42bq4p
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0037_f_018r.tif,37,discovery,f. 018r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/8915bh68
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0038_f_018v.tif,38,discovery,f. 018v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/c261kv9k
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0039_f_019r.tif,39,discovery,f. 019r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/4744jg3g
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0040_f_019v.tif,40,discovery,f. 019v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/mc54hc4m
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0041_f_020r.tif,41,discovery,f. 020r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/7s94d20c
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0042_f_020v.tif,42,discovery,f. 020v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/b383jh3v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0043_f_021r.tif,43,discovery,f. 021r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/xs59545v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0044_f_021v.tif,44,discovery,f. 021v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/0997ng47
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0045_f_022r.tif,45,discovery,f. 022r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/6t56n464
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0046_f_022v.tif,46,discovery,f. 022v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/4541x98d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0047_f_023r.tif,47,discovery,f. 023r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/8q74n58f
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0048_f_023v.tif,48,discovery,f. 023v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/1t28x347
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0049_f_024r.tif,49,discovery,f. 024r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/0d90nq7r
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0050_f_024v.tif,50,discovery,f. 024v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/8r27q56s
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0051_f_025r.tif,51,discovery,f. 025r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/kv10d08g
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0052_f_025v.tif,52,discovery,f. 025v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/d702q295
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0053_f_026r.tif,53,discovery,f. 026r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/hv55h54t
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0054_f_026v.tif,54,discovery,f. 026v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/1r57bd9v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0055_f_027r.tif,55,discovery,f. 027r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/7273t67h
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0056_f_027v.tif,56,discovery,f. 027v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/qd600x1w
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0057_f_028r.tif,57,discovery,f. 028r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/gw75c270
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0058_f_028v.tif,58,discovery,f. 028v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/1v41mz4p
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0059_f_029r.tif,59,discovery,f. 029r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/2f55rp24
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0060_f_029v.tif,60,discovery,f. 029v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/8t34vs76
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0061_f_030r.tif,61,discovery,f. 030r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/6j24tf3w
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0062_f_030v.tif,62,discovery,f. 030v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/v4127h45
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0063_f_031r.tif,63,discovery,f. 031r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/r113kr3h
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0064_f_031v.tif,64,discovery,f. 031v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/ct553g12
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0065_f_032r.tif,65,discovery,f. 032r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/0j263b70
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0066_f_032v.tif,66,discovery,f. 032v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/6v758j8v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0067_f_033r.tif,67,discovery,f. 033r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/bz10x25d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0068_f_033v.tif,68,discovery,f. 033v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/c967b71j
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0069_f_034r.tif,69,discovery,f. 034r,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/bs59x631
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
Masters/sinaimasters/ara/arabic_0312/sld_arb0312_0070_f_034v.tif,70,discovery,f. 034v,Text,,ark:/21198/z1hx2h18,ark:/21198/z1hx2h18/m1071z0m
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 312
