File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,Source
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/km73905p
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/c442xx68
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/5756108w
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0014_f_006v.tif,14,discovery,f. 006v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/cp74cv4g
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0015_f_007r.tif,15,discovery,f. 007r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/8g20rc94
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0016_f_007v.tif,16,discovery,f. 007v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/8x11bj0s
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0017_f_008r.tif,17,discovery,f. 008r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/d702b66r
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0018_f_008v.tif,18,discovery,f. 008v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/vw84qs2p
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0019_f_009r.tif,19,discovery,f. 009r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/vh47sz08
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0020_f_009v.tif,20,discovery,f. 009v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/tr20c52j
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0021_f_010r.tif,21,discovery,f. 010r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/2b30ht5z
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0022_f_010v.tif,22,discovery,f. 010v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/kd33qj3n
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0023_f_011r.tif,23,discovery,f. 011r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/z493mm6t
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0024_f_011v.tif,24,discovery,f. 011v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/jv167x1w
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0025_f_012r.tif,25,discovery,f. 012r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/wf94mb0n
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0026_f_012v.tif,26,discovery,f. 012v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/pn549802
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0027_f_013r.tif,27,discovery,f. 013r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/b162w125
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0028_f_013v.tif,28,discovery,f. 013v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/cm164z8p
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0029_f_014ar.tif,29,discovery,f. 014ar,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/gb709z7x
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0030_f_014av.tif,30,discovery,f. 014av,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/n119pw0x
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0031_f_014br.tif,31,discovery,f. 014br,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/5z404f4s
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0032_f_014bv.tif,32,discovery,f. 014bv,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/dd59hq64
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0033_f_015r.tif,33,discovery,f. 015r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/2939zh6p
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0034_f_015v.tif,34,discovery,f. 015v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/fp50ms8g
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0035_f_016r.tif,35,discovery,f. 016r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/1b41gs8f
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0036_f_016v.tif,36,discovery,f. 016v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/tm32xq70
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0037_f_017r.tif,37,discovery,f. 017r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/jd40xp0w
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0038_f_017v.tif,38,discovery,f. 017v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/cj84q94d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0039_f_018r.tif,39,discovery,f. 018r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/7469j55j
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0040_f_018v.tif,40,discovery,f. 018v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/bk60187f
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0041_f_019r.tif,41,discovery,f. 019r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/sw23m32d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0042_f_019v.tif,42,discovery,f. 019v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/tw547834
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0043_f_020r.tif,43,discovery,f. 020r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/j2062p11
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0044_f_020v.tif,44,discovery,f. 020v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/1r57t38b
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0045_f_021r.tif,45,discovery,f. 021r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/1q70gb9q
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0046_f_021v.tif,46,discovery,f. 021v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/61050b2k
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0047_f_022r.tif,47,discovery,f. 022r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/vk153f33
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0048_f_022v.tif,48,discovery,f. 022v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/sf840x18
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0049_f_023r.tif,49,discovery,f. 023r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/nr62838w
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0050_f_023v.tif,50,discovery,f. 023v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/gr536x54
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0051_f_024r.tif,51,discovery,f. 024r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/5g88n42b
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0052_f_024v.tif,52,discovery,f. 024v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/wt455s08
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0053_f_025r.tif,53,discovery,f. 025r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/sv48ch98
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0054_f_025v.tif,54,discovery,f. 025v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/1v66cw49
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0055_f_026r.tif,55,discovery,f. 026r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/r502ft0f
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0056_f_026v.tif,56,discovery,f. 026v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/cc91g933
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0057_f_027r.tif,57,discovery,f. 027r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/9j91s60d
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0058_f_027v.tif,58,discovery,f. 027v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/jj198346
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0059_f_028r.tif,59,discovery,f. 028r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/3j80dj94
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0060_f_028v.tif,60,discovery,f. 028v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/4k30vf3r
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0061_f_029r.tif,61,discovery,f. 029r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/1t61956w
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0062_f_029v.tif,62,discovery,f. 029v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/gv97kd43
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0063_f_030r.tif,63,discovery,f. 030r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/3x41vc2x
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0064_f_030v.tif,64,discovery,f. 030v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/2k53p13h
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0065_f_031r.tif,65,discovery,f. 031r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/8m74672t
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0066_f_031v.tif,66,discovery,f. 031v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/g234pk3q
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0067_f_032r.tif,67,discovery,f. 032r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/pk49qf47
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0068_f_032v.tif,68,discovery,f. 032v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/pp18w359
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0069_f_033r.tif,69,discovery,f. 033r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/49174g1v
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0070_f_033v.tif,70,discovery,f. 033v,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/0045kp6r
",ChildWork,Images: Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 492
Masters/sinaimasters/ara/arabic_0492/sld_arb0492_0071_f_034r.tif,71,discovery,f. 034r,Text,,ark:/21198/z12n65mg,ark:/21198/z12n65mg/pc36vp1z
